frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
619.30,-0.16,-0.61,-0.18,-0.62,0.63,0.47,0.45,0.45
625.50,-0.16,-0.62,-0.17,-0.63,0.64,0.47,0.47,0.46
631.75,-0.16,-0.64,-0.16,-0.64,0.64,0.48,0.48,0.48
638.07,-0.16,-0.65,-0.17,-0.66,0.65,0.49,0.48,0.49
644.45,-0.16,-0.67,-0.16,-0.67,0.66,0.50,0.50,0.51
650.89,-0.16,-0.68,-0.16,-0.68,0.67,0.51,0.52,0.52
657.40,-0.14,-0.68,-0.15,-0.69,0.69,0.54,0.53,0.54
663.98,-0.14,-0.69,-0.15,-0.69,0.70,0.55,0.55,0.55
670.62,-0.14,-0.70,-0.14,-0.71,0.71,0.57,0.57,0.56
677.32,-0.14,-0.72,-0.14,-0.72,0.72,0.58,0.58,0.58
684.10,-0.14,-0.73,-0.14,-0.74,0.73,0.59,0.59,0.59
690.94,-0.14,-0.75,-0.14,-0.75,0.75,0.60,0.60,0.61
697.85,-0.14,-0.76,-0.14,-0.76,0.76,0.62,0.62,0.62
704.83,-0.14,-0.77,-0.14,-0.78,0.78,0.63,0.63,0.63
711.87,-0.14,-0.79,-0.14,-0.79,0.79,0.65,0.65,0.65
718.99,-0.14,-0.80,-0.14,-0.80,0.80,0.66,0.66,0.66
726.18,-0.14,-0.81,-0.15,-0.82,0.81,0.67,0.67,0.67
733.44,-0.14,-0.83,-0.14,-0.83,0.83,0.68,0.68,0.69
740.78,-0.14,-0.85,-0.14,-0.84,0.84,0.70,0.70,0.71
748.19,-0.12,-0.84,-0.13,-0.85,0.86,0.73,0.72,0.72
755.67,-0.12,-0.86,-0.13,-0.86,0.87,0.75,0.75,0.74
763.23,-0.12,-0.88,-0.12,-0.88,0.90,0.77,0.77,0.76
770.86,-0.12,-0.91,-0.12,-0.91,0.92,0.79,0.79,0.79
778.57,-0.12,-0.94,-0.12,-0.94,0.94,0.82,0.82,0.82
786.35,-0.12,-0.97,-0.12,-0.97,0.97,0.85,0.85,0.85
794.22,-0.12,-1.00,-0.12,-1.00,1.00,0.87,0.87,0.88
802.16,-0.12,-1.03,-0.12,-1.03,1.02,0.90,0.90,0.91
810.18,-0.12,-1.05,-0.12,-1.05,1.05,0.92,0.92,0.93
818.28,-0.12,-1.07,-0.12,-1.07,1.07,0.94,0.94,0.95
826.46,-0.12,-1.08,-0.12,-1.08,1.08,0.96,0.96,0.96
834.73,-0.12,-1.09,-0.12,-1.10,1.10,0.98,0.98,0.97
843.08,-0.12,-1.11,-0.12,-1.11,1.11,0.99,0.99,0.99
851.51,-0.12,-1.12,-0.12,-1.13,1.13,1.00,1.00,1.00
860.02,-0.12,-1.14,-0.12,-1.14,1.14,1.02,1.02,1.02
868.62,-0.12,-1.15,-0.12,-1.16,1.16,1.03,1.03,1.03
877.31,-0.12,-1.17,-0.12,-1.17,1.17,1.05,1.05,1.05
886.08,-0.12,-1.18,-0.12,-1.19,1.19,1.06,1.06,1.06
894.94,-0.12,-1.20,-0.12,-1.20,1.20,1.08,1.08,1.08
903.89,-0.12,-1.21,-0.12,-1.22,1.22,1.09,1.09,1.09
912.93,-0.12,-1.23,-0.12,-1.23,1.23,1.11,1.11,1.11
922.06,-0.12,-1.24,-0.12,-1.24,1.25,1.12,1.12,1.12
931.28,-0.12,-1.25,-0.13,-1.26,1.26,1.13,1.13,1.13
940.59,-0.12,-1.27,-0.13,-1.27,1.27,1.14,1.14,1.15
950.00,-0.12,-1.28,-0.11,-1.28,1.27,1.15,1.16,1.16
959.50,-0.09,-1.27,-0.10,-1.28,1.27,1.18,1.17,1.18
969.09,-0.07,-1.26,-0.08,-1.27,1.27,1.20,1.19,1.19
978.78,-0.06,-1.27,-0.06,-1.26,1.26,1.20,1.21,1.21
988.57,-0.03,-1.25,-0.04,-1.25,1.26,1.22,1.22,1.22
998.46,-0.00,-1.23,-0.01,-1.24,1.25,1.24,1.24,1.23
1008.44,0.03,-1.23,0.03,-1.23,1.23,1.26,1.26,1.26
1018.53,0.08,-1.21,0.07,-1.22,1.22,1.29,1.29,1.29
1028.71,0.12,-1.20,0.12,-1.20,1.20,1.31,1.31,1.32
1039.00,0.17,-1.18,0.16,-1.18,1.18,1.34,1.34,1.35
1049.39,0.21,-1.16,0.21,-1.16,1.16,1.36,1.37,1.37
1059.88,0.27,-1.13,0.27,-1.13,1.14,1.40,1.40,1.40
1070.48,0.33,-1.10,0.32,-1.11,1.11,1.44,1.43,1.43
1081.19,0.38,-1.08,0.37,-1.08,1.08,1.46,1.46,1.46
1092.00,0.43,-1.06,0.43,-1.06,1.05,1.48,1.48,1.49
1102.92,0.49,-1.03,0.49,-1.03,1.02,1.51,1.51,1.52
1113.95,0.56,-0.99,0.54,-1.00,1.00,1.55,1.54,1.55
1125.09,0.60,-0.97,0.60,-0.97,0.98,1.57,1.58,1.57
1136.34,0.64,-0.96,0.65,-0.95,0.97,1.60,1.62,1.60
1147.70,0.72,-0.92,0.70,-0.94,0.96,1.67,1.66,1.64
1159.18,0.75,-0.93,0.74,-0.93,0.95,1.70,1.70,1.68
1170.77,0.79,-0.93,0.78,-0.94,0.95,1.74,1.73,1.72
1182.48,0.81,-0.96,0.81,-0.95,0.95,1.75,1.76,1.77
1194.30,0.86,-0.95,0.85,-0.96,0.94,1.79,1.79,1.81
1206.25,0.91,-0.94,0.90,-0.95,0.92,1.82,1.82,1.85
1218.31,0.96,-0.93,0.97,-0.92,0.89,1.85,1.86,1.89
1230.49,1.08,-0.86,1.07,-0.87,0.85,1.93,1.92,1.94
1242.80,1.18,-0.82,1.18,-0.82,0.80,1.98,1.98,2.00
1255.22,1.31,-0.75,1.30,-0.75,0.75,2.06,2.06,2.06
1267.78,1.42,-0.70,1.42,-0.70,0.71,2.12,2.13,2.12
1280.45,1.54,-0.63,1.53,-0.65,0.67,2.20,2.19,2.17
1293.26,1.62,-0.61,1.61,-0.62,0.64,2.26,2.25,2.23
1306.19,1.68,-0.61,1.68,-0.61,0.63,2.31,2.32,2.29
1319.25,1.74,-0.62,1.73,-0.63,0.65,2.38,2.38,2.36
1332.45,1.77,-0.66,1.77,-0.67,0.68,2.45,2.45,2.43
1345.77,1.79,-0.73,1.80,-0.72,0.74,2.52,2.53,2.52
1359.23,1.83,-0.77,1.81,-0.79,0.80,2.62,2.60,2.60
1372.82,1.83,-0.86,1.82,-0.87,0.86,2.68,2.68,2.69
1386.55,1.83,-0.95,1.84,-0.93,0.91,2.74,2.75,2.78
1400.41,1.88,-0.98,1.86,-1.00,0.96,2.83,2.82,2.86
1414.42,1.91,-1.03,1.91,-1.03,0.99,2.89,2.90,2.94
1428.56,1.96,-1.05,1.97,-1.04,1.01,2.97,2.98,3.01
1442.85,2.06,-1.02,2.05,-1.04,1.03,3.08,3.08,3.08
1457.28,2.14,-1.02,2.13,-1.02,1.04,3.18,3.18,3.16
1471.85,2.22,-1.01,2.21,-1.01,1.06,3.27,3.27,3.23
1486.57,2.27,-1.03,2.26,-1.04,1.08,3.34,3.34,3.30
1501.43,2.31,-1.06,2.29,-1.08,1.10,3.41,3.40,3.37
1516.45,2.31,-1.14,2.33,-1.13,1.13,3.43,3.46,3.45
1531.61,2.38,-1.17,2.37,-1.18,1.16,3.54,3.53,3.55
1546.93,2.44,-1.21,2.43,-1.22,1.19,3.62,3.62,3.65
1562.40,2.51,-1.24,2.52,-1.23,1.21,3.72,3.73,3.75
1578.02,2.62,-1.23,2.61,-1.24,1.23,3.84,3.84,3.85
1593.80,2.72,-1.23,2.71,-1.24,1.23,3.95,3.94,3.95
1609.74,2.83,-1.22,2.83,-1.22,1.22,4.05,4.05,4.05
1625.84,2.95,-1.20,2.95,-1.20,1.21,4.15,4.16,4.15
1642.10,3.10,-1.16,3.09,-1.18,1.18,4.28,4.27,4.26
1658.52,3.23,-1.15,3.22,-1.15,1.15,4.37,4.37,4.38
1675.10,3.37,-1.12,3.37,-1.12,1.12,4.48,4.49,4.49
1691.85,3.52,-1.09,3.52,-1.08,1.08,4.60,4.60,4.61
1708.77,3.69,-1.03,3.68,-1.04,1.04,4.73,4.73,4.72
1725.86,3.85,-0.98,3.84,-0.99,1.00,4.85,4.85,4.83
1743.12,4.00,-0.95,3.99,-0.96,0.96,4.96,4.95,4.95
1760.55,4.14,-0.93,4.14,-0.92,0.92,5.06,5.06,5.07
1778.15,4.29,-0.89,4.29,-0.89,0.88,5.16,5.17,5.18
1795.94,4.47,-0.82,4.45,-0.84,0.83,5.30,5.29,5.29
1813.90,4.62,-0.79,4.62,-0.79,0.79,5.40,5.41,5.41
1832.03,4.78,-0.74,4.78,-0.74,0.74,5.52,5.52,5.52
1850.36,4.95,-0.69,4.94,-0.70,0.70,5.64,5.64,5.64
1868.86,5.11,-0.64,5.11,-0.65,0.65,5.76,5.76,5.75
1887.55,5.28,-0.60,5.28,-0.60,0.60,5.88,5.88,5.88
1906.42,5.46,-0.55,5.45,-0.56,0.56,6.01,6.00,6.01
1925.49,5.62,-0.52,5.62,-0.51,0.51,6.12,6.13,6.14
1944.74,5.80,-0.46,5.80,-0.46,0.46,6.25,6.26,6.26
1964.19,5.99,-0.40,5.98,-0.41,0.41,6.39,6.39,6.39
1983.83,6.17,-0.35,6.16,-0.36,0.36,6.52,6.52,6.52
2003.67,6.34,-0.31,6.35,-0.30,0.31,6.64,6.66,6.65
2023.71,6.54,-0.24,6.53,-0.25,0.25,6.79,6.79,6.78
2043.94,6.73,-0.18,6.71,-0.20,0.20,6.92,6.91,6.91
2064.38,6.89,-0.14,6.89,-0.14,0.14,7.02,7.03,7.03
2085.03,7.07,-0.09,7.07,-0.09,0.08,7.14,7.15,7.16
2105.88,7.28,-0.01,7.27,-0.02,0.01,7.29,7.28,7.29
2126.94,7.47,0.05,7.47,0.05,-0.06,7.41,7.41,7.42
2148.20,7.69,0.14,7.68,0.13,-0.13,7.55,7.55,7.55
2169.69,7.90,0.21,7.90,0.21,-0.21,7.68,7.69,7.69
2191.38,8.15,0.31,8.13,0.30,-0.29,7.85,7.84,7.84
2213.30,8.36,0.38,8.36,0.38,-0.38,7.98,7.99,7.98
2235.43,8.60,0.48,8.59,0.47,-0.46,8.13,8.13,8.12
2257.78,8.82,0.55,8.82,0.55,-0.55,8.26,8.26,8.27
2280.36,9.04,0.63,9.03,0.63,-0.64,8.40,8.40,8.41
2303.17,9.25,0.72,9.24,0.71,-0.72,8.52,8.52,8.53
2326.20,9.44,0.80,9.44,0.80,-0.81,8.63,8.63,8.64
2349.46,9.64,0.90,9.63,0.89,-0.89,8.74,8.74,8.74
2372.95,9.82,0.98,9.81,0.97,-0.97,8.85,8.84,8.84
2396.68,9.98,1.04,9.98,1.04,-1.04,8.94,8.94,8.94
2420.65,10.15,1.11,10.14,1.10,-1.10,9.04,9.04,9.04
2444.86,10.28,1.14,10.29,1.15,-1.15,9.12,9.14,9.14
2469.31,10.44,1.20,10.43,1.19,-1.18,9.26,9.25,9.24
2494.00,10.55,1.21,10.54,1.21,-1.19,9.36,9.36,9.34
2518.94,10.65,1.21,10.65,1.21,-1.17,9.47,9.48,9.44
2544.13,10.73,1.19,10.72,1.18,-1.14,9.58,9.58,9.54
2569.57,10.79,1.15,10.78,1.13,-1.10,9.68,9.67,9.64
2595.27,10.80,1.06,10.80,1.06,-1.06,9.73,9.74,9.74
2621.22,10.84,1.00,10.83,0.99,-1.03,9.80,9.80,9.84
2647.43,10.85,0.93,10.86,0.95,-1.01,9.84,9.85,9.92
2673.90,10.93,0.96,10.92,0.95,-1.00,9.92,9.92,9.97
2700.64,11.00,0.98,11.00,0.98,-1.02,9.98,9.99,10.02
2727.65,11.11,1.05,11.10,1.04,-1.05,10.06,10.05,10.06
2754.93,11.21,1.11,11.20,1.10,-1.10,10.11,10.11,10.10
2782.48,11.31,1.16,11.31,1.16,-1.15,10.15,10.16,10.15
2810.30,11.42,1.23,11.41,1.22,-1.21,10.21,10.21,10.19
2838.40,11.50,1.27,11.50,1.27,-1.25,10.25,10.25,10.23
2866.79,11.57,1.31,11.55,1.30,-1.27,10.30,10.28,10.26
2895.46,11.58,1.30,11.58,1.29,-1.27,10.31,10.31,10.28
2924.41,11.58,1.27,11.58,1.27,-1.26,10.32,10.33,10.31
2953.65,11.58,1.24,11.57,1.23,-1.23,10.35,10.34,10.34
2983.19,11.56,1.19,11.55,1.18,-1.19,10.36,10.36,10.37
3013.02,11.52,1.12,11.52,1.12,-1.15,10.37,10.37,10.40
3043.15,11.47,1.05,11.47,1.06,-1.09,10.37,10.38,10.42
3073.58,11.43,1.03,11.42,1.02,-1.04,10.39,10.38,10.40
3104.32,11.35,0.98,11.35,0.98,-0.97,10.37,10.38,10.37
3135.36,11.29,0.95,11.27,0.93,-0.91,10.38,10.36,10.34
3166.72,11.16,0.85,11.17,0.86,-0.84,10.32,10.33,10.31
3198.38,11.05,0.77,11.05,0.76,-0.76,10.29,10.29,10.28
3230.37,10.92,0.67,10.91,0.66,-0.67,10.25,10.24,10.25
3262.67,10.76,0.55,10.77,0.56,-0.56,10.19,10.20,10.21
3295.30,10.61,0.46,10.60,0.45,-0.45,10.16,10.15,10.15
3328.25,10.43,0.35,10.42,0.34,-0.33,10.10,10.09,10.08
3361.53,10.22,0.21,10.23,0.22,-0.20,10.02,10.03,10.01
3395.15,10.04,0.10,10.03,0.09,-0.06,9.97,9.96,9.94
3429.10,9.83,-0.04,9.82,-0.05,0.06,9.89,9.88,9.87
3463.39,9.62,-0.18,9.62,-0.17,0.18,9.79,9.80,9.80
3498.03,9.44,-0.28,9.44,-0.29,0.28,9.71,9.71,9.72
3533.01,9.29,-0.36,9.27,-0.38,0.35,9.63,9.62,9.65
3568.34,9.15,-0.43,9.15,-0.43,0.39,9.53,9.54,9.58
3604.02,9.07,-0.44,9.08,-0.43,0.40,9.46,9.48,9.51
3640.06,9.07,-0.37,9.07,-0.37,0.37,9.44,9.44,9.44
3676.46,9.11,-0.26,9.09,-0.28,0.30,9.41,9.39,9.37
3713.22,9.14,-0.16,9.13,-0.16,0.20,9.33,9.33,9.30
3750.36,9.19,-0.03,9.19,-0.03,0.05,9.23,9.24,9.22
3787.86,9.29,0.14,9.28,0.14,-0.15,9.14,9.14,9.15
3825.74,9.43,0.35,9.44,0.36,-0.39,9.04,9.05,9.08
3864.00,9.65,0.64,9.64,0.63,-0.67,8.97,8.97,9.01
3902.64,9.91,0.97,9.90,0.97,-1.01,8.90,8.89,8.94
3941.66,10.21,1.35,10.21,1.35,-1.39,8.81,8.82,8.86
3981.08,10.57,1.77,10.56,1.77,-1.81,8.75,8.75,8.80
4020.89,10.94,2.22,10.94,2.23,-2.27,8.67,8.67,8.72
4061.10,11.34,2.72,11.33,2.71,-2.73,8.60,8.60,8.62
4101.71,11.72,3.20,11.71,3.19,-3.19,8.53,8.52,8.52
4142.73,12.05,3.63,12.05,3.63,-3.61,8.44,8.44,8.42
4184.15,12.34,4.02,12.34,4.02,-3.97,8.37,8.37,8.32
4226.00,12.55,4.33,12.55,4.33,-4.26,8.29,8.29,8.22
4268.26,12.68,4.56,12.66,4.54,-4.46,8.22,8.20,8.12
4310.94,12.67,4.65,12.66,4.64,-4.56,8.10,8.09,8.02
4354.05,12.55,4.63,12.54,4.62,-4.57,7.97,7.97,7.92
4397.59,12.33,4.51,12.33,4.51,-4.49,7.84,7.84,7.82
4441.56,12.05,4.33,12.05,4.33,-4.32,7.72,7.72,7.72
4485.98,11.71,4.09,11.70,4.08,-4.09,7.61,7.61,7.62
4530.84,11.32,3.80,11.31,3.80,-3.81,7.51,7.50,7.52
4576.15,10.89,3.47,10.89,3.47,-3.49,7.39,7.40,7.42
4621.91,10.46,3.14,10.46,3.13,-3.16,7.30,7.30,7.32
4668.13,10.02,2.78,10.02,2.79,-2.81,7.20,7.21,7.24
4714.81,9.60,2.45,9.59,2.44,-2.46,7.13,7.13,7.15
4761.96,9.18,2.11,9.17,2.11,-2.12,7.05,7.05,7.07
4809.58,8.76,1.78,8.76,1.78,-1.79,6.97,6.97,6.98
4857.67,8.36,1.46,8.35,1.46,-1.46,6.89,6.89,6.90
4906.25,7.96,1.15,7.96,1.15,-1.15,6.80,6.81,6.81
4955.31,7.57,0.85,7.56,0.85,-0.85,6.71,6.71,6.72
5004.87,7.19,0.57,7.18,0.56,-0.56,6.62,6.61,6.62
5054.91,6.79,0.27,6.80,0.28,-0.28,6.50,6.51,6.52
5105.46,6.43,0.01,6.42,0.00,-0.01,6.41,6.41,6.42
5156.52,6.07,-0.25,6.06,-0.26,0.25,6.32,6.31,6.32
5208.08,5.71,-0.51,5.71,-0.51,0.51,6.22,6.22,6.22
5260.16,5.37,-0.75,5.37,-0.76,0.77,6.13,6.13,6.12
5312.77,5.03,-1.00,5.03,-1.01,1.05,6.08,6.08,6.03
5365.89,4.70,-1.26,4.69,-1.26,1.34,6.04,6.04,5.96
5419.55,4.37,-1.52,4.37,-1.52,1.62,5.98,5.98,5.89
5473.75,4.03,-1.79,4.04,-1.78,1.85,5.87,5.89,5.82
5528.49,3.73,-2.01,3.72,-2.02,2.02,5.75,5.74,5.74
5583.77,3.40,-2.27,3.41,-2.26,2.13,5.53,5.54,5.67
5639.61,3.11,-2.49,3.12,-2.48,2.17,5.27,5.28,5.60
5696.00,2.83,-2.70,2.86,-2.67,2.12,4.95,4.98,5.53
5752.96,2.62,-2.82,2.63,-2.81,2.01,4.62,4.63,5.44
5810.49,2.42,-2.94,2.44,-2.92,1.82,4.24,4.26,5.36
5868.60,2.26,-3.01,2.31,-2.96,1.58,3.84,3.89,5.27
5927.28,2.20,-2.99,2.25,-2.93,1.30,3.50,3.55,5.19
5986.56,2.21,-2.89,2.29,-2.82,1.00,3.21,3.29,5.10
6046.42,2.32,-2.69,2.42,-2.59,0.71,3.03,3.13,5.01
6106.89,2.53,-2.39,2.64,-2.28,0.45,2.98,3.09,4.92
6167.96,2.81,-2.00,2.93,-1.88,0.19,3.00,3.13,4.81
6229.64,3.14,-1.56,3.29,-1.41,-0.07,3.07,3.22,4.70
6291.93,3.53,-1.05,3.69,-0.90,-0.33,3.20,3.36,4.58
6354.85,3.95,-0.52,4.11,-0.37,-0.59,3.36,3.52,4.47
6418.40,4.40,0.04,4.53,0.17,-0.86,3.54,3.67,4.36
6482.58,4.84,0.60,4.94,0.68,-1.13,3.70,3.80,4.24
6547.41,5.28,1.15,5.30,1.14,-1.41,3.87,3.90,4.13
6612.88,5.70,1.64,5.62,1.54,-1.66,4.03,3.95,4.06
6679.01,6.13,2.14,5.88,1.87,-1.90,4.23,3.98,3.99
6745.80,6.54,2.62,6.07,2.13,-2.09,4.45,3.98,3.92
6813.26,6.93,3.08,6.17,2.32,-2.23,4.69,3.94,3.85
6881.39,7.27,3.49,6.18,2.41,-2.32,4.94,3.86,3.78
6950.21,7.55,3.85,6.10,2.42,-2.35,5.19,3.75,3.70
7019.71,7.78,4.15,5.94,2.37,-2.32,5.45,3.62,3.63
7089.91,7.94,4.42,5.72,2.25,-2.24,5.70,3.48,3.52
7160.81,8.02,4.62,5.46,2.11,-2.12,5.90,3.34,3.40
7232.41,8.02,4.73,5.18,1.94,-1.97,6.04,3.20,3.29
7304.74,7.96,4.79,4.90,1.78,-1.83,6.13,3.07,3.17
7377.79,7.86,4.80,4.64,1.64,-1.69,6.17,2.95,3.06
7451.56,7.78,4.84,4.42,1.53,-1.57,6.20,2.85,2.94
7526.08,7.71,4.88,4.23,1.45,-1.48,6.22,2.74,2.83
7601.34,7.75,5.03,4.06,1.41,-1.42,6.33,2.65,2.72
7677.35,7.88,5.28,3.92,1.38,-1.37,6.50,2.55,2.60
7754.13,8.03,5.54,3.79,1.37,-1.35,6.67,2.44,2.49
7831.67,8.23,5.86,3.68,1.37,-1.35,6.87,2.32,2.37
7909.98,8.41,6.15,3.57,1.38,-1.37,7.03,2.20,2.26
7989.08,8.57,6.42,3.48,1.41,-1.40,7.16,2.08,2.15
8068.98,8.58,6.55,3.40,1.45,-1.45,7.13,1.95,2.03
8149.67,8.36,6.45,3.34,1.51,-1.51,6.84,1.83,1.91
8231.16,7.99,6.21,3.31,1.59,-1.60,6.39,1.71,1.78
8313.47,7.44,5.79,3.29,1.69,-1.70,5.74,1.59,1.65
8396.61,6.73,5.21,3.29,1.82,-1.82,4.90,1.47,1.52
8480.57,5.88,4.49,3.31,1.96,-1.97,3.91,1.34,1.39
8565.38,5.00,3.73,3.34,2.12,-2.13,2.87,1.22,1.27
8651.03,4.13,2.99,3.39,2.30,-2.30,1.82,1.09,1.14
8737.54,3.35,2.34,3.46,2.49,-2.49,0.85,0.96,1.01
8824.92,2.71,1.83,3.53,2.69,-2.69,0.01,0.84,0.88
8913.17,2.21,1.46,3.60,2.90,-2.90,-0.69,0.71,0.75
9002.30,1.89,1.27,3.68,3.11,-3.10,-1.22,0.58,0.62
9092.32,1.70,1.21,3.75,3.32,-3.31,-1.61,0.44,0.49
9183.25,1.64,1.27,3.81,3.52,-3.51,-1.88,0.30,0.37
9275.08,1.69,1.45,3.87,3.72,-3.72,-2.03,0.15,0.24
9367.83,1.75,1.66,3.92,3.92,-3.92,-2.17,0.00,0.09
9461.51,1.79,1.84,3.97,4.11,-4.12,-2.34,-0.15,-0.05
9556.12,1.68,1.87,4.02,4.31,-4.33,-2.65,-0.31,-0.19
9651.68,1.45,1.78,4.07,4.50,-4.52,-3.08,-0.46,-0.33
9748.20,1.12,1.60,4.11,4.70,-4.71,-3.59,-0.60,-0.48
9845.68,0.68,1.30,4.15,4.89,-4.89,-4.21,-0.74,-0.62
9944.14,0.11,0.87,4.17,5.08,-5.05,-4.94,-0.87,-0.76
10043.58,-0.51,0.40,4.19,5.25,-5.19,-5.71,-1.00,-0.91
10144.02,-1.10,-0.03,4.12,5.35,-5.33,-6.43,-1.20,-1.07
10245.46,-1.66,-0.43,4.05,5.44,-5.44,-7.11,-1.39,-1.23
10347.91,-2.05,-0.67,3.98,5.53,-5.55,-7.60,-1.56,-1.38
10451.39,-2.33,-0.79,3.91,5.62,-5.64,-7.98,-1.73,-1.54
10555.91,-2.47,-0.77,3.84,5.72,-5.73,-8.20,-1.89,-1.70
10661.46,-2.41,-0.55,3.76,5.81,-5.81,-8.23,-2.05,-1.86
10768.08,-2.37,-0.31,3.68,5.90,-5.90,-8.27,-2.22,-2.06
10875.76,-2.46,-0.20,3.60,5.99,-5.99,-8.45,-2.39,-2.26
10984.52,-2.50,-0.04,3.52,6.08,-6.08,-8.58,-2.56,-2.46
11094.36,-2.38,0.27,3.43,6.17,-6.17,-8.55,-2.73,-2.65
11205.31,-1.96,0.89,3.35,6.25,-6.25,-8.22,-2.91,-2.85
11317.36,-1.32,1.72,3.26,6.34,-6.34,-7.67,-3.09,-3.04
11430.53,-0.43,2.82,3.16,6.43,-6.43,-6.86,-3.26,-3.25
11544.84,0.53,3.99,3.07,6.52,-6.52,-5.99,-3.44,-3.46
11660.29,1.49,5.16,2.98,6.60,-6.60,-5.12,-3.63,-3.67
11776.89,2.25,6.14,2.88,6.69,-6.69,-4.44,-3.81,-3.89
11894.66,2.84,6.94,2.78,6.77,-6.77,-3.94,-3.99,-4.10
12013.60,3.28,7.59,2.68,6.86,-6.86,-3.58,-4.18,-4.31
12133.74,3.75,8.28,2.57,6.94,-6.94,-3.20,-4.37,-4.53
12255.08,4.35,9.09,2.47,7.02,-7.02,-2.68,-4.56,-4.74
12377.63,5.09,10.00,2.36,7.11,-7.11,-2.02,-4.75,-4.91
12501.41,5.89,10.95,2.25,7.19,-7.19,-1.30,-4.94,-5.06
12626.42,6.53,11.75,2.14,7.27,-7.27,-0.75,-5.14,-5.22
12752.68,7.04,12.42,2.02,7.35,-7.35,-0.32,-5.33,-5.38
12880.21,6.99,12.52,1.90,7.43,-7.43,-0.45,-5.53,-5.53
13009.01,6.50,12.19,1.79,7.51,-7.51,-1.02,-5.73,-5.69
13139.10,5.81,11.66,1.67,7.59,-7.59,-1.79,-5.93,-5.85
13270.49,5.03,11.08,1.54,7.67,-7.67,-2.65,-6.13,-6.05
13403.20,4.29,10.54,1.42,7.75,-7.75,-3.47,-6.33,-6.25
13537.23,3.76,10.21,1.29,7.83,-7.83,-4.07,-6.54,-6.45
13672.60,3.41,10.06,1.16,7.91,-7.91,-4.50,-6.74,-6.65
13809.33,3.39,10.24,1.03,7.98,-7.98,-4.60,-6.95,-6.85
13947.42,3.63,10.68,0.90,8.06,-8.06,-4.43,-7.16,-7.05
14086.90,4.03,11.28,0.76,8.14,-8.14,-4.11,-7.37,-7.25
14227.77,4.49,11.94,0.62,8.21,-8.21,-3.73,-7.59,-7.45
14370.04,4.92,12.58,0.49,8.29,-8.29,-3.37,-7.80,-7.66
14513.74,5.22,13.10,0.34,8.36,-8.36,-3.14,-8.02,-7.88
14658.88,5.09,13.18,0.20,8.43,-8.43,-3.35,-8.23,-8.09
14805.47,4.75,13.06,0.05,8.51,-8.51,-3.76,-8.45,-8.31
14953.52,4.39,12.91,-0.09,8.58,-8.58,-4.19,-8.67,-8.52
15103.06,4.02,12.76,-0.24,8.65,-8.65,-4.64,-8.90,-8.74
15254.09,3.79,12.79,-0.40,8.72,-8.72,-4.94,-9.12,-9.00
15406.63,3.96,13.23,-0.55,8.79,-8.79,-4.84,-9.34,-9.27
15560.70,4.13,13.67,-0.71,8.87,-8.87,-4.74,-9.57,-9.54
15716.30,4.28,14.09,-0.86,8.94,-8.94,-4.66,-9.80,-9.81
15873.47,4.15,14.23,-1.02,9.00,-9.00,-4.86,-10.03,-10.08
16032.20,3.71,14.06,-1.19,9.07,-9.07,-5.37,-10.26,-10.35
16192.52,3.01,13.63,-1.35,9.14,-9.14,-6.14,-10.49,-10.62
16354.45,2.17,13.05,-1.52,9.21,-9.21,-7.04,-10.73,-10.88
16517.99,1.16,12.30,-1.69,9.28,-9.28,-8.12,-10.96,-11.14
16683.17,0.14,11.53,-1.86,9.34,-9.34,-9.21,-11.20,-11.39
16850.01,-0.90,10.75,-2.03,9.41,-9.41,-10.32,-11.44,-11.65
17018.51,-2.00,9.91,-2.20,9.48,-9.48,-11.48,-11.68,-11.91
17188.69,-3.11,9.05,-2.38,9.54,-9.54,-12.66,-11.92,-12.16
17360.58,-4.18,8.24,-2.56,9.61,-9.61,-13.79,-12.17,-12.42
17534.18,-5.10,7.56,-2.74,9.67,-9.67,-14.77,-12.41,-12.66
17709.53,-5.81,7.08,-2.92,9.73,-9.73,-15.55,-12.66,-12.89
17886.62,-6.28,6.83,-3.11,9.80,-9.80,-16.08,-12.91,-13.11
18065.49,-6.52,6.82,-3.30,9.86,-9.86,-16.38,-13.16,-13.34
18246.14,-6.55,7.02,-3.49,9.92,-9.92,-16.48,-13.41,-13.57
18428.60,-6.56,7.24,-3.68,9.98,-9.98,-16.55,-13.66,-13.80
18612.89,-6.77,7.26,-3.87,10.04,-10.04,-16.82,-13.92,-14.03
18799.02,-7.16,7.06,-4.07,10.10,-10.10,-17.27,-14.17,-14.22
18987.01,-7.75,6.66,-4.27,10.16,-10.16,-17.92,-14.43,-14.41
19176.88,-8.42,6.17,-4.47,10.22,-10.22,-18.65,-14.69,-14.59
19368.65,-8.89,5.89,-4.67,10.28,-10.28,-19.18,-14.95,-14.78
19562.33,-9.34,5.62,-4.87,10.34,-10.34,-19.68,-15.21,-14.96
19757.96,-9.32,5.83,-5.08,10.40,-10.40,-19.72,-15.48,-15.15
19955.54,-9.22,6.11,-5.29,10.45,-10.45,-19.68,-15.74,-15.33
