frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
566.25,-0.34,-0.77,-0.35,-0.78,0.78,0.43,0.42,0.43
571.92,-0.33,-0.77,-0.33,-0.77,0.77,0.43,0.44,0.44
577.64,-0.29,-0.74,-0.30,-0.75,0.76,0.46,0.46,0.45
583.41,-0.29,-0.76,-0.29,-0.75,0.75,0.46,0.47,0.47
589.25,-0.25,-0.74,-0.26,-0.75,0.75,0.49,0.49,0.49
595.14,-0.25,-0.76,-0.24,-0.75,0.75,0.49,0.50,0.51
601.09,-0.21,-0.73,-0.22,-0.75,0.74,0.53,0.52,0.52
607.10,-0.20,-0.74,-0.21,-0.75,0.75,0.54,0.54,0.54
613.17,-0.20,-0.76,-0.19,-0.75,0.75,0.55,0.56,0.56
619.30,-0.16,-0.74,-0.18,-0.75,0.76,0.59,0.58,0.58
625.50,-0.16,-0.76,-0.17,-0.76,0.77,0.60,0.60,0.60
631.75,-0.16,-0.77,-0.16,-0.77,0.78,0.61,0.61,0.61
638.07,-0.16,-0.79,-0.17,-0.79,0.79,0.62,0.62,0.63
644.45,-0.16,-0.80,-0.16,-0.80,0.80,0.63,0.63,0.64
650.89,-0.16,-0.82,-0.16,-0.81,0.81,0.64,0.65,0.66
657.40,-0.14,-0.81,-0.15,-0.82,0.82,0.68,0.67,0.67
663.98,-0.14,-0.83,-0.15,-0.83,0.83,0.69,0.69,0.69
670.62,-0.14,-0.84,-0.14,-0.84,0.84,0.70,0.70,0.70
677.32,-0.14,-0.85,-0.14,-0.85,0.86,0.71,0.71,0.71
684.10,-0.14,-0.86,-0.14,-0.87,0.87,0.72,0.72,0.72
690.94,-0.14,-0.88,-0.14,-0.88,0.88,0.73,0.73,0.74
697.85,-0.14,-0.89,-0.14,-0.89,0.89,0.75,0.75,0.75
704.83,-0.14,-0.90,-0.14,-0.90,0.90,0.76,0.76,0.76
711.87,-0.14,-0.91,-0.14,-0.91,0.91,0.77,0.77,0.77
718.99,-0.14,-0.92,-0.14,-0.92,0.92,0.78,0.78,0.78
726.18,-0.14,-0.93,-0.15,-0.94,0.93,0.79,0.79,0.79
733.44,-0.14,-0.94,-0.14,-0.95,0.94,0.80,0.80,0.80
740.78,-0.14,-0.96,-0.14,-0.95,0.95,0.80,0.81,0.82
748.19,-0.12,-0.95,-0.13,-0.96,0.95,0.83,0.82,0.83
755.67,-0.12,-0.95,-0.13,-0.96,0.96,0.84,0.84,0.83
763.23,-0.12,-0.96,-0.12,-0.96,0.97,0.84,0.85,0.84
770.86,-0.12,-0.97,-0.12,-0.97,0.97,0.85,0.85,0.85
778.57,-0.12,-0.98,-0.12,-0.98,0.98,0.86,0.86,0.86
786.35,-0.12,-0.99,-0.12,-0.99,0.99,0.86,0.86,0.87
794.22,-0.12,-0.99,-0.12,-1.00,0.99,0.87,0.87,0.87
802.16,-0.12,-1.00,-0.12,-1.00,1.00,0.88,0.88,0.88
810.18,-0.12,-1.01,-0.12,-1.01,1.01,0.88,0.88,0.89
818.28,-0.12,-1.01,-0.12,-1.02,1.01,0.89,0.89,0.89
826.46,-0.12,-1.02,-0.12,-1.02,1.02,0.90,0.90,0.90
834.73,-0.12,-1.02,-0.12,-1.02,1.02,0.90,0.90,0.90
843.08,-0.12,-1.03,-0.12,-1.03,1.03,0.91,0.91,0.91
851.51,-0.12,-1.03,-0.12,-1.03,1.04,0.91,0.91,0.91
860.02,-0.12,-1.04,-0.12,-1.04,1.04,0.92,0.92,0.92
868.62,-0.12,-1.04,-0.12,-1.05,1.05,0.92,0.92,0.92
877.31,-0.12,-1.05,-0.12,-1.05,1.05,0.93,0.93,0.93
886.08,-0.12,-1.06,-0.12,-1.06,1.06,0.94,0.94,0.94
894.94,-0.12,-1.07,-0.12,-1.07,1.07,0.94,0.94,0.95
903.89,-0.12,-1.07,-0.12,-1.08,1.08,0.95,0.95,0.95
912.93,-0.12,-1.08,-0.12,-1.08,1.09,0.96,0.96,0.96
922.06,-0.12,-1.09,-0.12,-1.09,1.09,0.97,0.97,0.97
931.28,-0.12,-1.09,-0.13,-1.10,1.10,0.97,0.97,0.97
940.59,-0.12,-1.10,-0.13,-1.10,1.10,0.97,0.97,0.98
950.00,-0.12,-1.11,-0.11,-1.10,1.10,0.98,0.99,0.99
959.50,-0.09,-1.09,-0.10,-1.10,1.10,1.00,1.00,1.00
969.09,-0.07,-1.09,-0.08,-1.09,1.10,1.02,1.01,1.02
978.78,-0.06,-1.09,-0.06,-1.08,1.09,1.02,1.03,1.03
988.57,-0.03,-1.07,-0.04,-1.08,1.08,1.04,1.04,1.04
998.46,-0.00,-1.06,-0.01,-1.06,1.06,1.06,1.06,1.06
1008.44,0.03,-1.05,0.03,-1.05,1.04,1.07,1.07,1.08
1018.53,0.08,-1.02,0.07,-1.03,1.02,1.10,1.10,1.10
1028.71,0.12,-1.00,0.12,-1.00,1.00,1.12,1.12,1.12
1039.00,0.17,-0.97,0.16,-0.98,0.97,1.14,1.14,1.14
1049.39,0.21,-0.95,0.21,-0.95,0.95,1.15,1.16,1.16
1059.88,0.27,-0.91,0.27,-0.92,0.92,1.18,1.18,1.18
1070.48,0.33,-0.88,0.32,-0.89,0.89,1.21,1.21,1.21
1081.19,0.38,-0.86,0.37,-0.86,0.86,1.24,1.23,1.24
1092.00,0.43,-0.84,0.43,-0.84,0.83,1.26,1.27,1.27
1102.92,0.49,-0.81,0.49,-0.81,0.81,1.29,1.30,1.30
1113.95,0.56,-0.77,0.54,-0.79,0.79,1.34,1.33,1.33
1125.09,0.60,-0.77,0.60,-0.77,0.77,1.37,1.37,1.37
1136.34,0.64,-0.77,0.65,-0.76,0.77,1.40,1.42,1.41
1147.70,0.72,-0.74,0.70,-0.75,0.77,1.48,1.47,1.46
1159.18,0.75,-0.75,0.74,-0.75,0.77,1.51,1.51,1.50
1170.77,0.79,-0.75,0.78,-0.76,0.77,1.56,1.56,1.54
1182.48,0.81,-0.78,0.81,-0.77,0.78,1.58,1.59,1.59
1194.30,0.86,-0.78,0.85,-0.79,0.77,1.63,1.62,1.64
1206.25,0.91,-0.78,0.90,-0.79,0.76,1.66,1.66,1.69
1218.31,0.96,-0.79,0.97,-0.77,0.73,1.69,1.71,1.75
1230.49,1.08,-0.72,1.07,-0.73,0.70,1.77,1.77,1.80
1242.80,1.18,-0.67,1.18,-0.67,0.66,1.83,1.84,1.85
1255.22,1.31,-0.60,1.30,-0.60,0.61,1.92,1.92,1.91
1267.78,1.42,-0.55,1.42,-0.55,0.57,1.98,1.99,1.97
1280.45,1.54,-0.49,1.53,-0.50,0.53,2.06,2.06,2.03
1293.26,1.62,-0.48,1.61,-0.48,0.51,2.12,2.12,2.10
1306.19,1.68,-0.48,1.68,-0.48,0.50,2.17,2.18,2.16
1319.25,1.74,-0.49,1.73,-0.50,0.51,2.25,2.24,2.23
1332.45,1.77,-0.53,1.77,-0.53,0.54,2.31,2.31,2.30
1345.77,1.79,-0.58,1.80,-0.57,0.58,2.37,2.38,2.37
1359.23,1.83,-0.61,1.81,-0.63,0.63,2.46,2.44,2.44
1372.82,1.83,-0.69,1.82,-0.69,0.68,2.51,2.51,2.52
1386.55,1.83,-0.76,1.84,-0.74,0.73,2.55,2.57,2.59
1400.41,1.88,-0.78,1.86,-0.80,0.76,2.64,2.62,2.66
1414.42,1.91,-0.82,1.91,-0.82,0.79,2.69,2.70,2.73
1428.56,1.96,-0.85,1.97,-0.83,0.81,2.76,2.78,2.81
1442.85,2.06,-0.82,2.05,-0.83,0.82,2.88,2.87,2.88
1457.28,2.14,-0.81,2.13,-0.81,0.84,2.97,2.97,2.95
1471.85,2.22,-0.80,2.21,-0.80,0.85,3.07,3.07,3.02
1486.57,2.27,-0.82,2.26,-0.83,0.87,3.14,3.13,3.09
1501.43,2.31,-0.86,2.29,-0.88,0.89,3.20,3.19,3.17
1516.45,2.31,-0.95,2.33,-0.93,0.92,3.22,3.25,3.26
1531.61,2.38,-0.96,2.37,-0.97,0.94,3.32,3.31,3.34
1546.93,2.44,-0.99,2.43,-1.00,0.97,3.40,3.40,3.43
1562.40,2.51,-1.01,2.52,-1.00,0.98,3.49,3.50,3.52
1578.02,2.62,-0.99,2.61,-1.00,0.99,3.61,3.60,3.61
1593.80,2.72,-0.97,2.71,-0.98,0.98,3.70,3.70,3.69
1609.74,2.83,-0.96,2.83,-0.96,0.97,3.79,3.80,3.79
1625.84,2.95,-0.94,2.95,-0.93,0.94,3.88,3.89,3.89
1642.10,3.10,-0.89,3.09,-0.91,0.90,4.00,3.99,3.99
1658.52,3.23,-0.87,3.22,-0.87,0.86,4.09,4.09,4.10
1675.10,3.37,-0.83,3.37,-0.83,0.82,4.19,4.19,4.20
1691.85,3.52,-0.78,3.52,-0.78,0.78,4.30,4.30,4.30
1708.77,3.69,-0.72,3.68,-0.73,0.74,4.42,4.42,4.41
1725.86,3.85,-0.67,3.84,-0.68,0.69,4.54,4.53,4.52
1743.12,4.00,-0.64,3.99,-0.64,0.65,4.64,4.64,4.64
1760.55,4.14,-0.61,4.14,-0.61,0.61,4.74,4.75,4.75
1778.15,4.29,-0.58,4.29,-0.57,0.56,4.85,4.86,4.87
1795.94,4.47,-0.51,4.45,-0.53,0.52,4.99,4.98,4.98
1813.90,4.62,-0.48,4.62,-0.48,0.48,5.10,5.10,5.10
1832.03,4.78,-0.44,4.78,-0.44,0.44,5.22,5.22,5.22
1850.36,4.95,-0.40,4.94,-0.41,0.40,5.35,5.34,5.35
1868.86,5.11,-0.36,5.11,-0.36,0.36,5.46,5.47,5.47
1887.55,5.28,-0.31,5.28,-0.31,0.31,5.59,5.59,5.59
1906.42,5.46,-0.25,5.45,-0.26,0.27,5.72,5.71,5.71
1925.49,5.62,-0.22,5.62,-0.22,0.22,5.83,5.84,5.84
1944.74,5.80,-0.17,5.80,-0.17,0.17,5.96,5.97,5.97
1964.19,5.99,-0.11,5.98,-0.12,0.11,6.10,6.09,6.10
1983.83,6.17,-0.05,6.16,-0.06,0.05,6.22,6.21,6.22
2003.67,6.34,-0.01,6.35,0.01,-0.01,6.33,6.34,6.35
2023.71,6.54,0.09,6.53,0.08,-0.07,6.46,6.46,6.45
2043.94,6.73,0.17,6.71,0.15,-0.14,6.58,6.57,6.56
2064.38,6.89,0.22,6.89,0.23,-0.22,6.66,6.67,6.67
2085.03,7.07,0.30,7.07,0.30,-0.31,6.76,6.77,6.77
2105.88,7.28,0.40,7.27,0.39,-0.40,6.87,6.86,6.88
2126.94,7.47,0.49,7.47,0.49,-0.50,6.96,6.97,6.98
2148.20,7.69,0.60,7.68,0.60,-0.61,7.08,7.08,7.09
2169.69,7.90,0.71,7.90,0.72,-0.72,7.17,7.18,7.19
2191.38,8.15,0.86,8.13,0.84,-0.84,7.30,7.29,7.29
2213.30,8.36,0.97,8.36,0.97,-0.97,7.39,7.39,7.39
2235.43,8.60,1.10,8.59,1.10,-1.09,7.50,7.50,7.50
2257.78,8.82,1.22,8.82,1.22,-1.21,7.60,7.60,7.60
2280.36,9.04,1.35,9.03,1.34,-1.33,7.70,7.70,7.69
2303.17,9.25,1.46,9.24,1.45,-1.45,7.80,7.80,7.79
2326.20,9.44,1.55,9.44,1.55,-1.55,7.88,7.89,7.89
2349.46,9.64,1.65,9.63,1.65,-1.66,7.98,7.98,7.99
2372.95,9.82,1.75,9.81,1.74,-1.75,8.06,8.06,8.07
2396.68,9.98,1.83,9.98,1.83,-1.84,8.13,8.14,8.15
2420.65,10.15,1.93,10.14,1.92,-1.92,8.22,8.22,8.22
2444.86,10.28,1.98,10.29,1.99,-1.99,8.28,8.30,8.30
2469.31,10.44,2.07,10.43,2.05,-2.05,8.39,8.38,8.37
2494.00,10.55,2.10,10.54,2.10,-2.09,8.46,8.46,8.45
2518.94,10.65,2.13,10.65,2.14,-2.11,8.54,8.54,8.52
2544.13,10.73,2.15,10.72,2.14,-2.11,8.61,8.61,8.58
2569.57,10.79,2.15,10.78,2.13,-2.11,8.68,8.67,8.64
2595.27,10.80,2.09,10.80,2.10,-2.09,8.70,8.71,8.71
2621.22,10.84,2.07,10.83,2.06,-2.08,8.76,8.75,8.77
2647.43,10.85,2.02,10.86,2.03,-2.07,8.77,8.79,8.83
2673.90,10.93,2.04,10.92,2.04,-2.08,8.85,8.85,8.89
2700.64,11.00,2.06,11.00,2.06,-2.09,8.90,8.91,8.94
2727.65,11.11,2.11,11.10,2.10,-2.12,8.98,8.98,9.00
2754.93,11.21,2.16,11.20,2.16,-2.16,9.04,9.04,9.05
2782.48,11.31,2.21,11.31,2.21,-2.21,9.10,9.10,9.10
2810.30,11.42,2.27,11.41,2.27,-2.25,9.16,9.16,9.15
2838.40,11.50,2.31,11.50,2.31,-2.29,9.21,9.21,9.19
2866.79,11.57,2.35,11.55,2.33,-2.30,9.26,9.25,9.22
2895.46,11.58,2.32,11.58,2.32,-2.31,9.27,9.27,9.26
2924.41,11.58,2.29,11.58,2.30,-2.29,9.29,9.30,9.29
2953.65,11.58,2.26,11.57,2.25,-2.25,9.32,9.32,9.32
2983.19,11.56,2.20,11.55,2.19,-2.20,9.35,9.35,9.36
3013.02,11.52,2.13,11.52,2.13,-2.13,9.38,9.38,9.39
3043.15,11.47,2.04,11.47,2.04,-2.05,9.41,9.42,9.43
3073.58,11.43,1.97,11.42,1.96,-1.96,9.47,9.46,9.46
3104.32,11.35,1.85,11.35,1.86,-1.86,9.49,9.50,9.50
3135.36,11.29,1.76,11.27,1.74,-1.74,9.54,9.53,9.53
3166.72,11.16,1.60,11.17,1.61,-1.61,9.54,9.55,9.56
3198.38,11.05,1.48,11.05,1.47,-1.47,9.57,9.57,9.57
3230.37,10.92,1.33,10.91,1.32,-1.32,9.60,9.59,9.59
3262.67,10.76,1.16,10.77,1.16,-1.15,9.61,9.62,9.60
3295.30,10.61,0.99,10.60,0.98,-0.97,9.64,9.63,9.62
3328.25,10.43,0.80,10.42,0.79,-0.78,9.65,9.64,9.63
3361.53,10.22,0.58,10.23,0.59,-0.58,9.64,9.65,9.64
3395.15,10.04,0.40,10.03,0.39,-0.37,9.66,9.65,9.64
3429.10,9.83,0.19,9.82,0.18,-0.17,9.66,9.65,9.64
3463.39,9.62,-0.01,9.62,-0.01,0.02,9.63,9.64,9.63
3498.03,9.44,-0.19,9.44,-0.19,0.18,9.62,9.62,9.63
3533.01,9.29,-0.34,9.27,-0.35,0.31,9.60,9.59,9.63
3568.34,9.15,-0.47,9.15,-0.46,0.42,9.56,9.57,9.62
3604.02,9.07,-0.52,9.08,-0.51,0.48,9.55,9.56,9.59
3640.06,9.07,-0.50,9.07,-0.50,0.50,9.57,9.57,9.57
3676.46,9.11,-0.44,9.09,-0.46,0.49,9.59,9.57,9.55
3713.22,9.14,-0.38,9.13,-0.39,0.42,9.56,9.55,9.52
3750.36,9.19,-0.31,9.19,-0.30,0.31,9.50,9.50,9.50
3787.86,9.29,-0.17,9.28,-0.17,0.16,9.44,9.44,9.46
3825.74,9.43,0.01,9.44,0.02,-0.05,9.38,9.39,9.42
3864.00,9.65,0.27,9.64,0.26,-0.30,9.34,9.34,9.38
3902.64,9.91,0.57,9.90,0.56,-0.60,9.30,9.30,9.34
3941.66,10.21,0.90,10.21,0.91,-0.95,9.25,9.26,9.31
3981.08,10.57,1.30,10.56,1.30,-1.34,9.22,9.22,9.27
4020.89,10.94,1.72,10.94,1.73,-1.76,9.18,9.18,9.22
4061.10,11.34,2.18,11.33,2.17,-2.19,9.15,9.15,9.16
4101.71,11.72,2.62,11.71,2.61,-2.60,9.12,9.11,9.10
4142.73,12.05,3.00,12.05,3.00,-2.98,9.07,9.07,9.05
4184.15,12.34,3.35,12.34,3.35,-3.30,9.03,9.03,8.99
4226.00,12.55,3.62,12.55,3.62,-3.56,8.99,8.99,8.93
4268.26,12.68,3.81,12.66,3.80,-3.72,8.95,8.94,8.87
4310.94,12.67,3.88,12.66,3.87,-3.80,8.87,8.86,8.79
4354.05,12.55,3.84,12.54,3.83,-3.78,8.77,8.77,8.71
4397.59,12.33,3.69,12.33,3.70,-3.67,8.66,8.66,8.64
4441.56,12.05,3.49,12.05,3.49,-3.48,8.57,8.57,8.56
4485.98,11.71,3.23,11.70,3.22,-3.23,8.47,8.47,8.48
4530.84,11.32,2.92,11.31,2.92,-2.93,8.38,8.38,8.40
4576.15,10.89,2.58,10.89,2.58,-2.60,8.28,8.29,8.31
4621.91,10.46,2.23,10.46,2.23,-2.26,8.19,8.19,8.23
4668.13,10.02,1.88,10.02,1.88,-1.91,8.10,8.11,8.14
4714.81,9.60,1.55,9.59,1.54,-1.57,8.03,8.03,8.05
4761.96,9.18,1.21,9.17,1.21,-1.23,7.95,7.94,7.97
4809.58,8.76,0.89,8.76,0.89,-0.90,7.85,7.86,7.87
4857.67,8.36,0.58,8.35,0.57,-0.58,7.77,7.77,7.78
4906.25,7.96,0.27,7.96,0.27,-0.27,7.69,7.69,7.69
4955.31,7.57,-0.02,7.56,-0.03,0.04,7.60,7.60,7.59
5004.87,7.19,-0.31,7.18,-0.32,0.33,7.52,7.51,7.50
5054.91,6.79,-0.63,6.80,-0.62,0.63,7.41,7.42,7.42
5105.46,6.43,-0.91,6.42,-0.92,0.91,7.34,7.34,7.34
5156.52,6.07,-1.20,6.06,-1.20,1.19,7.26,7.25,7.27
5208.08,5.71,-1.48,5.71,-1.48,1.47,7.17,7.18,7.19
5260.16,5.37,-1.74,5.37,-1.74,1.74,7.11,7.10,7.11
5312.77,5.03,-2.00,5.03,-2.00,2.01,7.04,7.04,7.03
5365.89,4.70,-2.25,4.69,-2.25,2.31,7.00,7.00,6.95
5419.55,4.37,-2.50,4.37,-2.51,2.59,6.96,6.96,6.87
5473.75,4.03,-2.77,4.04,-2.75,2.84,6.87,6.88,6.80
5528.49,3.73,-2.99,3.72,-3.00,3.05,6.77,6.77,6.72
5583.77,3.40,-3.24,3.41,-3.24,3.20,6.59,6.60,6.64
5639.61,3.11,-3.47,3.12,-3.46,3.27,6.38,6.39,6.58
5696.00,2.83,-3.68,2.86,-3.65,3.27,6.10,6.13,6.51
5752.96,2.62,-3.83,2.63,-3.82,3.20,5.82,5.83,6.45
5810.49,2.42,-3.97,2.44,-3.95,3.06,5.47,5.50,6.39
5868.60,2.26,-4.07,2.31,-4.02,2.85,5.11,5.17,6.33
5927.28,2.20,-4.07,2.25,-4.02,2.60,4.79,4.85,6.27
5986.56,2.21,-3.99,2.29,-3.91,2.31,4.52,4.60,6.20
6046.42,2.32,-3.80,2.42,-3.70,2.01,4.33,4.43,6.12
6106.89,2.53,-3.50,2.64,-3.40,1.73,4.26,4.37,6.03
6167.96,2.81,-3.13,2.93,-3.01,1.47,4.28,4.41,5.94
6229.64,3.14,-2.71,3.29,-2.57,1.21,4.35,4.50,5.85
6291.93,3.53,-2.23,3.69,-2.08,0.96,4.48,4.64,5.76
6354.85,3.95,-1.73,4.11,-1.58,0.69,4.64,4.80,5.68
6418.40,4.40,-1.20,4.53,-1.08,0.42,4.82,4.96,5.60
6482.58,4.84,-0.69,4.94,-0.60,0.15,4.98,5.08,5.53
6547.41,5.28,-0.17,5.30,-0.16,-0.12,5.15,5.18,5.45
6612.88,5.70,0.33,5.62,0.23,-0.38,5.31,5.23,5.37
6679.01,6.13,0.84,5.88,0.58,-0.62,5.51,5.26,5.29
6745.80,6.54,1.33,6.07,0.85,-0.82,5.72,5.25,5.21
6813.26,6.93,1.81,6.17,1.05,-0.97,5.96,5.20,5.12
6881.39,7.27,2.25,6.18,1.15,-1.06,6.21,5.12,5.02
6950.21,7.55,2.62,6.10,1.17,-1.09,6.46,5.01,4.93
7019.71,7.78,2.94,5.94,1.11,-1.06,6.72,4.88,4.84
7089.91,7.94,3.19,5.72,0.99,-0.98,6.96,4.74,4.75
7160.81,8.02,3.37,5.46,0.84,-0.85,7.16,4.60,4.65
7232.41,8.02,3.48,5.18,0.67,-0.71,7.31,4.47,4.54
7304.74,7.96,3.53,4.90,0.51,-0.56,7.40,4.34,4.43
7377.79,7.86,3.54,4.64,0.37,-0.42,7.43,4.22,4.32
7451.56,7.78,3.57,4.42,0.26,-0.31,7.47,4.11,4.21
7526.08,7.71,3.61,4.23,0.19,-0.22,7.49,4.01,4.10
7601.34,7.75,3.75,4.06,0.14,-0.15,7.59,3.91,4.00
7677.35,7.88,3.98,3.92,0.12,-0.12,7.76,3.80,3.90
7754.13,8.03,4.23,3.79,0.12,-0.11,7.92,3.69,3.80
7831.67,8.23,4.53,3.68,0.13,-0.11,8.11,3.57,3.70
7909.98,8.41,4.81,3.57,0.14,-0.13,8.27,3.44,3.60
7989.08,8.57,5.07,3.48,0.18,-0.17,8.39,3.31,3.50
8068.98,8.58,5.19,3.40,0.23,-0.23,8.35,3.18,3.39
8149.67,8.36,5.08,3.34,0.29,-0.30,8.06,3.05,3.28
8231.16,7.99,4.83,3.31,0.38,-0.39,7.60,2.92,3.16
8313.47,7.44,4.39,3.29,0.49,-0.49,6.94,2.79,3.05
8396.61,6.73,3.79,3.29,0.61,-0.62,6.10,2.67,2.94
8480.57,5.88,3.05,3.31,0.76,-0.77,5.11,2.54,2.83
8565.38,5.00,2.30,3.34,0.92,-0.93,4.07,2.42,2.70
8651.03,4.13,1.56,3.39,1.10,-1.10,3.02,2.29,2.57
8737.54,3.35,0.91,3.46,1.29,-1.29,2.06,2.17,2.44
8824.92,2.71,0.40,3.53,1.48,-1.48,1.22,2.05,2.31
8913.17,2.21,0.03,3.60,1.68,-1.68,0.53,1.93,2.18
9002.30,1.89,-0.17,3.68,1.88,-1.87,0.02,1.81,2.06
9092.32,1.70,-0.21,3.75,2.07,-2.06,-0.36,1.69,1.91
9183.25,1.64,-0.12,3.81,2.26,-2.25,-0.61,1.57,1.76
9275.08,1.69,0.08,3.87,2.43,-2.43,-0.74,1.44,1.61
9367.83,1.75,0.28,3.92,2.60,-2.60,-0.86,1.32,1.47
9461.51,1.79,0.47,3.97,2.76,-2.77,-0.98,1.20,1.32
9556.12,1.68,0.52,4.02,2.92,-2.93,-1.25,1.09,1.16
9651.68,1.45,0.47,4.07,3.08,-3.08,-1.63,0.99,0.98
9748.20,1.12,0.31,4.11,3.23,-3.22,-2.11,0.89,0.81
9845.68,0.68,0.05,4.15,3.37,-3.36,-2.68,0.79,0.63
9944.14,0.11,-0.35,4.17,3.50,-3.48,-3.38,0.69,0.46
10043.58,-0.51,-0.80,4.19,3.61,-3.60,-4.12,0.59,0.29
10144.02,-1.10,-1.22,4.12,3.72,-3.72,-4.82,0.41,0.12
10245.46,-1.66,-1.61,4.05,3.82,-3.83,-5.49,0.23,-0.05
10347.91,-2.05,-1.83,3.98,3.92,-3.93,-5.99,0.05,-0.22
10451.39,-2.33,-1.94,3.91,4.03,-4.03,-6.37,-0.12,-0.39
10555.91,-2.47,-1.91,3.84,4.13,-4.14,-6.61,-0.30,-0.56
10661.46,-2.41,-1.67,3.76,4.24,-4.24,-6.65,-0.48,-0.74
10768.08,-2.37,-1.43,3.68,4.34,-4.34,-6.72,-0.66,-0.94
10875.76,-2.46,-1.33,3.60,4.45,-4.45,-6.91,-0.85,-1.13
10984.52,-2.50,-1.17,3.52,4.55,-4.55,-7.06,-1.04,-1.33
11094.36,-2.38,-0.85,3.43,4.66,-4.66,-7.04,-1.23,-1.53
11205.31,-1.96,-0.24,3.35,4.77,-4.77,-6.73,-1.42,-1.72
11317.36,-1.32,0.62,3.26,4.87,-4.87,-6.20,-1.62,-1.94
11430.53,-0.43,1.73,3.16,4.98,-4.98,-5.41,-1.82,-2.16
11544.84,0.53,2.90,3.07,5.09,-5.09,-4.56,-2.02,-2.37
11660.29,1.49,4.08,2.98,5.19,-5.19,-3.71,-2.22,-2.59
11776.89,2.25,5.06,2.88,5.30,-5.30,-3.06,-2.42,-2.81
11894.66,2.84,5.84,2.78,5.41,-5.41,-2.57,-2.63,-3.00
12013.60,3.28,6.48,2.68,5.52,-5.52,-2.24,-2.84,-3.20
12133.74,3.75,7.14,2.57,5.63,-5.63,-1.88,-3.05,-3.39
12255.08,4.35,7.93,2.47,5.73,-5.73,-1.39,-3.27,-3.58
12377.63,5.09,8.86,2.36,5.84,-5.84,-0.76,-3.49,-3.77
12501.41,5.89,9.85,2.25,5.95,-5.95,-0.07,-3.71,-3.96
12626.42,6.53,10.68,2.14,6.06,-6.06,0.46,-3.93,-4.15
12752.68,7.04,11.38,2.02,6.17,-6.17,0.86,-4.15,-4.34
12880.21,6.99,11.52,1.90,6.28,-6.28,0.70,-4.38,-4.53
13009.01,6.50,11.22,1.79,6.39,-6.39,0.10,-4.61,-4.72
13139.10,5.81,10.72,1.67,6.50,-6.50,-0.70,-4.84,-4.91
13270.49,5.03,10.12,1.54,6.61,-6.61,-1.59,-5.07,-5.09
13403.20,4.29,9.53,1.42,6.73,-6.73,-2.44,-5.31,-5.24
13537.23,3.76,9.16,1.29,6.84,-6.84,-3.08,-5.55,-5.40
13672.60,3.41,8.97,1.16,6.95,-6.95,-3.54,-5.79,-5.56
13809.33,3.39,9.11,1.03,7.06,-7.06,-3.68,-6.03,-5.72
13947.42,3.63,9.51,0.90,7.17,-7.17,-3.55,-6.28,-5.88
14086.90,4.03,10.06,0.76,7.29,-7.29,-3.26,-6.52,-6.03
14227.77,4.49,10.65,0.62,7.40,-7.40,-2.91,-6.77,-6.16
14370.04,4.92,11.22,0.49,7.51,-7.51,-2.60,-7.03,-6.30
14513.74,5.22,11.66,0.34,7.63,-7.63,-2.41,-7.28,-6.44
14658.88,5.09,11.66,0.20,7.74,-7.74,-2.65,-7.54,-6.57
14805.47,4.75,11.46,0.05,7.85,-7.85,-3.11,-7.80,-6.71
14953.52,4.39,11.24,-0.09,7.97,-7.97,-3.58,-8.06,-6.85
15103.06,4.02,11.04,-0.24,8.08,-8.08,-4.07,-8.33,-7.02
15254.09,3.79,10.99,-0.40,8.20,-8.20,-4.41,-8.59,-7.20
15406.63,3.96,11.34,-0.55,8.31,-8.31,-4.36,-8.86,-7.38
15560.70,4.13,11.70,-0.71,8.43,-8.43,-4.30,-9.13,-7.57
15716.30,4.28,12.03,-0.86,8.54,-8.54,-4.27,-9.41,-7.75
15873.47,4.15,12.08,-1.02,8.66,-8.66,-4.52,-9.68,-7.93
16032.20,3.71,11.85,-1.19,8.78,-8.78,-5.07,-9.96,-8.14
16192.52,3.01,11.44,-1.35,8.89,-8.89,-5.89,-10.24,-8.43
16354.45,2.17,10.89,-1.52,9.01,-9.01,-6.85,-10.53,-8.72
16517.99,1.16,10.17,-1.69,9.13,-9.13,-7.97,-10.81,-9.01
16683.17,0.14,9.44,-1.86,9.25,-9.25,-9.11,-11.10,-9.30
16850.01,-0.90,8.69,-2.03,9.36,-9.36,-10.27,-11.39,-9.59
17018.51,-2.00,7.90,-2.20,9.48,-9.48,-11.49,-11.69,-9.90
17188.69,-3.11,7.27,-2.38,9.60,-9.60,-12.71,-11.98,-10.38
17360.58,-4.18,6.67,-2.56,9.72,-9.72,-13.90,-12.28,-10.85
17534.18,-5.10,6.23,-2.74,9.84,-9.84,-14.94,-12.58,-11.33
17709.53,-5.81,5.99,-2.92,9.96,-9.96,-15.77,-12.88,-11.80
17886.62,-6.28,6.00,-3.11,10.08,-10.08,-16.36,-13.19,-12.28
18065.49,-6.52,6.33,-3.30,10.20,-10.20,-16.72,-13.49,-12.85
18246.14,-6.55,7.04,-3.49,10.32,-10.32,-16.87,-13.80,-13.59
18428.60,-6.56,7.77,-3.68,10.44,-10.44,-17.00,-14.11,-14.33
18612.89,-6.77,8.31,-3.87,10.56,-10.56,-17.33,-14.43,-15.08
18799.02,-7.16,8.66,-4.07,10.68,-10.68,-17.84,-14.75,-15.82
18987.01,-7.75,8.81,-4.27,10.80,-10.80,-18.55,-15.06,-16.56
