frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
619.30,-2.54,-1.86,-2.54,-1.86,1.85,-0.69,-0.68,-0.68
625.50,-2.50,-1.84,-2.50,-1.84,1.84,-0.66,-0.67,-0.66
631.75,-2.46,-1.81,-2.46,-1.81,1.82,-0.64,-0.65,-0.65
638.07,-2.43,-1.80,-2.42,-1.79,1.79,-0.64,-0.63,-0.63
644.45,-2.38,-1.76,-2.39,-1.77,1.77,-0.61,-0.62,-0.62
650.89,-2.35,-1.75,-2.34,-1.74,1.74,-0.61,-0.60,-0.60
657.40,-2.30,-1.71,-2.30,-1.71,1.71,-0.59,-0.59,-0.59
663.98,-2.25,-1.68,-2.26,-1.69,1.68,-0.57,-0.57,-0.57
670.62,-2.22,-1.66,-2.21,-1.65,1.65,-0.57,-0.56,-0.56
677.32,-2.17,-1.62,-2.17,-1.62,1.62,-0.55,-0.55,-0.55
684.10,-2.12,-1.58,-2.12,-1.59,1.58,-0.53,-0.54,-0.54
690.94,-2.07,-1.55,-2.07,-1.55,1.55,-0.52,-0.52,-0.52
697.85,-2.03,-1.52,-2.02,-1.51,1.51,-0.52,-0.51,-0.51
704.83,-1.97,-1.47,-1.98,-1.48,1.48,-0.49,-0.50,-0.50
711.87,-1.93,-1.44,-1.93,-1.44,1.44,-0.49,-0.49,-0.49
718.99,-1.88,-1.40,-1.88,-1.40,1.40,-0.48,-0.47,-0.48
726.18,-1.83,-1.36,-1.83,-1.36,1.37,-0.46,-0.46,-0.47
733.44,-1.78,-1.32,-1.79,-1.33,1.33,-0.45,-0.45,-0.46
740.78,-1.75,-1.31,-1.74,-1.30,1.30,-0.45,-0.44,-0.44
748.19,-1.70,-1.27,-1.70,-1.27,1.26,-0.44,-0.44,-0.43
755.67,-1.65,-1.22,-1.66,-1.23,1.23,-0.42,-0.43,-0.43
763.23,-1.61,-1.19,-1.61,-1.19,1.19,-0.42,-0.42,-0.42
770.86,-1.56,-1.15,-1.56,-1.15,1.14,-0.42,-0.41,-0.41
778.57,-1.50,-1.10,-1.50,-1.10,1.10,-0.40,-0.40,-0.40
786.35,-1.44,-1.05,-1.44,-1.05,1.05,-0.39,-0.39,-0.39
794.22,-1.38,-0.99,-1.38,-0.99,1.00,-0.38,-0.38,-0.39
802.16,-1.32,-0.94,-1.32,-0.94,0.94,-0.38,-0.38,-0.38
810.18,-1.26,-0.89,-1.26,-0.89,0.89,-0.37,-0.37,-0.37
818.28,-1.20,-0.83,-1.20,-0.83,0.83,-0.37,-0.37,-0.37
826.46,-1.14,-0.78,-1.14,-0.78,0.78,-0.36,-0.36,-0.36
834.73,-1.08,-0.72,-1.08,-0.72,0.72,-0.36,-0.36,-0.36
843.08,-1.02,-0.67,-1.02,-0.67,0.67,-0.35,-0.35,-0.35
851.51,-0.96,-0.61,-0.96,-0.61,0.61,-0.35,-0.35,-0.35
860.02,-0.90,-0.56,-0.90,-0.56,0.56,-0.34,-0.34,-0.34
868.62,-0.84,-0.50,-0.84,-0.50,0.50,-0.33,-0.33,-0.34
877.31,-0.78,-0.45,-0.78,-0.45,0.45,-0.33,-0.33,-0.33
886.08,-0.72,-0.40,-0.72,-0.40,0.40,-0.32,-0.32,-0.32
894.94,-0.66,-0.35,-0.66,-0.35,0.34,-0.32,-0.32,-0.31
903.89,-0.60,-0.29,-0.60,-0.29,0.29,-0.31,-0.31,-0.31
912.93,-0.54,-0.24,-0.54,-0.24,0.24,-0.30,-0.30,-0.30
922.06,-0.48,-0.19,-0.48,-0.18,0.19,-0.29,-0.29,-0.29
931.28,-0.42,-0.13,-0.42,-0.13,0.13,-0.28,-0.29,-0.29
940.59,-0.36,-0.08,-0.36,-0.08,0.08,-0.28,-0.28,-0.28
950.00,-0.31,-0.04,-0.30,-0.03,0.03,-0.28,-0.27,-0.27
959.50,-0.24,0.02,-0.24,0.01,-0.01,-0.25,-0.26,-0.26
969.09,-0.18,0.06,-0.18,0.06,-0.06,-0.24,-0.24,-0.24
978.78,-0.13,0.10,-0.12,0.11,-0.11,-0.24,-0.23,-0.23
988.57,-0.06,0.16,-0.07,0.15,-0.15,-0.21,-0.22,-0.22
998.46,-0.01,0.19,-0.01,0.19,-0.19,-0.20,-0.20,-0.20
1008.44,0.05,0.23,0.05,0.23,-0.24,-0.19,-0.18,-0.18
1018.53,0.12,0.28,0.11,0.27,-0.28,-0.16,-0.16,-0.16
1028.71,0.17,0.31,0.18,0.32,-0.32,-0.15,-0.14,-0.14
1039.00,0.24,0.36,0.24,0.36,-0.36,-0.12,-0.12,-0.12
1049.39,0.29,0.39,0.29,0.39,-0.39,-0.10,-0.10,-0.10
1059.88,0.35,0.43,0.35,0.43,-0.43,-0.08,-0.07,-0.08
1070.48,0.41,0.46,0.41,0.46,-0.46,-0.05,-0.05,-0.05
1081.19,0.47,0.49,0.47,0.49,-0.49,-0.02,-0.03,-0.02
1092.00,0.51,0.50,0.52,0.51,-0.52,-0.01,0.00,0.01
1102.92,0.57,0.53,0.57,0.53,-0.54,0.03,0.03,0.04
1113.95,0.61,0.54,0.61,0.54,-0.55,0.06,0.07,0.07
1125.09,0.66,0.55,0.66,0.55,-0.55,0.11,0.11,0.11
1136.34,0.69,0.54,0.69,0.54,-0.53,0.16,0.16,0.15
1147.70,0.71,0.51,0.71,0.51,-0.49,0.22,0.22,0.20
1159.18,0.71,0.47,0.70,0.46,-0.43,0.28,0.27,0.24
1170.77,0.66,0.38,0.67,0.39,-0.34,0.32,0.33,0.28
1182.48,0.62,0.29,0.61,0.29,-0.23,0.39,0.38,0.33
1194.30,0.54,0.16,0.54,0.16,-0.12,0.42,0.42,0.38
1206.25,0.46,0.03,0.45,0.02,-0.01,0.45,0.44,0.43
1218.31,0.37,-0.12,0.37,-0.11,0.08,0.45,0.45,0.49
1230.49,0.32,-0.22,0.34,-0.20,0.14,0.46,0.47,0.54
1242.80,0.36,-0.23,0.36,-0.23,0.15,0.51,0.51,0.59
1255.22,0.46,-0.19,0.46,-0.19,0.12,0.58,0.59,0.65
1267.78,0.62,-0.09,0.63,-0.09,0.05,0.67,0.67,0.71
1280.45,0.84,0.07,0.83,0.06,-0.07,0.77,0.76,0.77
1293.26,1.07,0.23,1.08,0.24,-0.23,0.84,0.85,0.84
1306.19,1.34,0.44,1.34,0.43,-0.41,0.93,0.93,0.90
1319.25,1.60,0.63,1.60,0.63,-0.60,1.00,1.00,0.97
1332.45,1.85,0.81,1.85,0.81,-0.78,1.07,1.07,1.04
1345.77,2.10,0.99,2.10,0.99,-0.96,1.14,1.14,1.11
1359.23,2.32,1.14,2.33,1.14,-1.12,1.20,1.20,1.18
1372.82,2.55,1.29,2.54,1.28,-1.27,1.28,1.27,1.26
1386.55,2.73,1.40,2.74,1.41,-1.41,1.32,1.33,1.33
1400.41,2.92,1.52,2.93,1.53,-1.53,1.39,1.40,1.40
1414.42,3.12,1.65,3.11,1.64,-1.65,1.47,1.46,1.47
1428.56,3.29,1.74,3.29,1.75,-1.76,1.53,1.54,1.55
1442.85,3.47,1.85,3.47,1.85,-1.86,1.61,1.61,1.62
1457.28,3.64,1.95,3.64,1.95,-1.96,1.68,1.68,1.69
1471.85,3.82,2.06,3.82,2.06,-2.06,1.76,1.76,1.76
1486.57,3.98,2.15,3.98,2.15,-2.14,1.84,1.84,1.83
1501.43,4.14,2.23,4.14,2.23,-2.22,1.93,1.93,1.91
1516.45,4.29,2.29,4.29,2.30,-2.28,2.01,2.01,2.00
1531.61,4.44,2.36,4.43,2.35,-2.33,2.11,2.10,2.08
1546.93,4.56,2.39,4.56,2.39,-2.38,2.18,2.18,2.17
1562.40,4.68,2.42,4.67,2.42,-2.43,2.25,2.25,2.26
1578.02,4.78,2.43,4.79,2.44,-2.47,2.32,2.32,2.35
1593.80,4.91,2.48,4.92,2.48,-2.50,2.41,2.42,2.43
1609.74,5.06,2.53,5.06,2.53,-2.54,2.52,2.52,2.53
1625.84,5.21,2.58,5.21,2.58,-2.57,2.64,2.64,2.63
1642.10,5.35,2.62,5.35,2.62,-2.61,2.75,2.75,2.73
1658.52,5.49,2.65,5.49,2.65,-2.64,2.85,2.85,2.84
1675.10,5.62,2.68,5.62,2.68,-2.67,2.95,2.94,2.94
1691.85,5.74,2.70,5.74,2.70,-2.71,3.04,3.04,3.04
1708.77,5.87,2.72,5.87,2.72,-2.74,3.14,3.14,3.15
1725.86,6.01,2.75,6.01,2.75,-2.76,3.25,3.25,3.26
1743.12,6.16,2.78,6.15,2.78,-2.79,3.37,3.37,3.38
1760.55,6.30,2.81,6.30,2.81,-2.81,3.49,3.49,3.49
1778.15,6.43,2.82,6.44,2.83,-2.83,3.60,3.61,3.61
1795.94,6.58,2.86,6.57,2.85,-2.84,3.74,3.74,3.72
1813.90,6.70,2.86,6.70,2.86,-2.84,3.86,3.86,3.84
1832.03,6.81,2.85,6.81,2.85,-2.83,3.98,3.98,3.96
1850.36,6.91,2.82,6.90,2.82,-2.82,4.09,4.09,4.09
1868.86,6.99,2.78,7.00,2.79,-2.79,4.20,4.21,4.21
1887.55,7.09,2.76,7.09,2.76,-2.76,4.33,4.33,4.33
1906.42,7.20,2.75,7.18,2.73,-2.73,4.47,4.46,4.45
1925.49,7.27,2.69,7.28,2.69,-2.69,4.58,4.58,4.58
1944.74,7.36,2.65,7.36,2.66,-2.67,4.70,4.70,4.71
1964.19,7.46,2.62,7.46,2.62,-2.64,4.82,4.82,4.84
1983.83,7.57,2.61,7.57,2.61,-2.62,4.95,4.95,4.96
2003.67,7.69,2.60,7.68,2.60,-2.61,5.08,5.08,5.09
2023.71,7.79,2.60,7.79,2.60,-2.60,5.19,5.20,5.19
2043.94,7.90,2.60,7.90,2.60,-2.59,5.31,5.31,5.30
2064.38,8.00,2.59,8.00,2.60,-2.59,5.41,5.41,5.41
2085.03,8.10,2.59,8.10,2.59,-2.59,5.51,5.51,5.51
2105.88,8.21,2.59,8.20,2.58,-2.59,5.62,5.61,5.62
2126.94,8.29,2.57,8.30,2.58,-2.58,5.71,5.72,5.72
2148.20,8.39,2.56,8.39,2.56,-2.56,5.83,5.83,5.83
2169.69,8.48,2.55,8.48,2.55,-2.53,5.95,5.95,5.93
2191.38,8.55,2.52,8.55,2.52,-2.48,6.07,6.07,6.03
2213.30,8.60,2.47,8.60,2.46,-2.44,6.16,6.16,6.13
2235.43,8.64,2.40,8.63,2.39,-2.39,6.25,6.24,6.24
2257.78,8.64,2.30,8.65,2.31,-2.35,6.29,6.30,6.34
2280.36,8.68,2.25,8.68,2.24,-2.31,6.38,6.37,6.43
2303.17,8.72,2.19,8.73,2.20,-2.26,6.47,6.48,6.53
2326.20,8.80,2.17,8.82,2.19,-2.19,6.61,6.62,6.63
2349.46,8.91,2.18,8.90,2.17,-2.12,6.79,6.78,6.73
2372.95,8.96,2.15,8.95,2.14,-2.03,6.93,6.92,6.81
2396.68,8.95,2.06,8.94,2.05,-1.95,7.00,6.99,6.89
2420.65,8.88,1.92,8.86,1.90,-1.87,7.01,6.99,6.96
2444.86,8.78,1.74,8.79,1.75,-1.80,6.98,6.98,7.04
2469.31,8.71,1.60,8.75,1.63,-1.75,6.96,7.00,7.11
2494.00,8.79,1.60,8.79,1.60,-1.73,7.06,7.06,7.19
2518.94,8.89,1.63,8.89,1.64,-1.73,7.16,7.16,7.26
2544.13,9.04,1.72,9.03,1.71,-1.76,7.28,7.27,7.32
2569.57,9.17,1.79,9.17,1.79,-1.81,7.36,7.36,7.38
2595.27,9.29,1.84,9.30,1.85,-1.83,7.46,7.47,7.45
2621.22,9.39,1.88,9.39,1.88,-1.79,7.60,7.60,7.51
2647.43,9.41,1.84,9.41,1.84,-1.69,7.72,7.72,7.57
2673.90,9.33,1.70,9.33,1.70,-1.52,7.81,7.82,7.63
2700.64,9.12,1.44,9.14,1.45,-1.28,7.84,7.86,7.68
2727.65,8.78,1.04,8.80,1.06,-1.00,7.78,7.80,7.74
2754.93,8.22,0.43,8.24,0.45,-0.69,7.53,7.55,7.79
2782.48,7.35,-0.49,7.31,-0.53,-0.35,7.00,6.96,7.84
2810.30,5.99,-1.90,5.88,-2.01,-0.01,5.98,5.87,7.89
2838.40,3.98,-3.95,3.89,-4.04,0.31,4.29,4.20,7.93
2866.79,1.61,-6.35,1.44,-6.53,0.63,2.24,2.07,7.96
2895.46,-0.81,-8.81,-0.75,-8.75,0.94,0.13,0.19,8.00
2924.41,-2.48,-10.51,-2.04,-10.07,1.22,-1.26,-0.83,8.03
2953.65,-2.05,-10.11,-1.94,-10.00,1.45,-0.60,-0.49,8.06
2983.19,-0.67,-8.77,-0.59,-8.69,1.67,1.00,1.08,8.10
3013.02,1.62,-6.51,1.38,-6.75,1.82,3.44,3.20,8.13
3043.15,3.34,-4.83,3.21,-4.96,1.89,5.23,5.10,8.17
3073.58,4.67,-3.53,4.65,-3.56,1.89,6.56,6.53,8.20
3104.32,5.57,-2.67,5.58,-2.66,1.80,7.37,7.38,8.24
3135.36,6.24,-2.03,6.26,-2.01,1.65,7.89,7.91,8.27
3166.72,6.76,-1.54,6.77,-1.53,1.43,8.20,8.20,8.30
3198.38,7.16,-1.15,7.16,-1.15,1.19,8.35,8.35,8.31
3230.37,7.48,-0.85,7.48,-0.85,0.93,8.41,8.40,8.33
3262.67,7.70,-0.64,7.71,-0.63,0.69,8.39,8.40,8.34
3295.30,7.90,-0.46,7.89,-0.47,0.50,8.40,8.39,8.36
3328.25,8.01,-0.36,8.02,-0.35,0.37,8.38,8.39,8.37
3361.53,8.11,-0.27,8.11,-0.27,0.28,8.39,8.40,8.38
3395.15,8.16,-0.22,8.15,-0.23,0.24,8.40,8.39,8.38
3429.10,8.15,-0.23,8.15,-0.23,0.24,8.39,8.39,8.38
3463.39,8.08,-0.29,8.09,-0.28,0.28,8.36,8.38,8.37
3498.03,8.01,-0.36,8.00,-0.37,0.36,8.37,8.36,8.37
3533.01,7.88,-0.49,7.89,-0.48,0.47,8.35,8.36,8.37
3568.34,7.74,-0.62,7.74,-0.61,0.62,8.36,8.36,8.36
3604.02,7.56,-0.77,7.56,-0.78,0.79,8.35,8.35,8.33
3640.06,7.35,-0.96,7.34,-0.97,0.99,8.34,8.33,8.31
3676.46,7.09,-1.20,7.10,-1.19,1.21,8.30,8.31,8.29
3713.22,6.83,-1.43,6.83,-1.44,1.45,8.28,8.27,8.26
3750.36,6.55,-1.69,6.55,-1.69,1.69,8.24,8.24,8.24
3787.86,6.25,-1.95,6.26,-1.94,1.94,8.19,8.20,8.20
3825.74,5.98,-2.18,5.97,-2.19,2.18,8.16,8.16,8.16
3864.00,5.70,-2.42,5.70,-2.42,2.41,8.11,8.11,8.12
3902.64,5.46,-2.62,5.46,-2.62,2.60,8.06,8.06,8.08
3941.66,5.24,-2.81,5.24,-2.80,2.76,8.00,8.00,8.05
3981.08,5.07,-2.94,5.07,-2.94,2.88,7.95,7.95,8.01
4020.89,4.93,-3.03,4.94,-3.02,2.97,7.90,7.91,7.96
4061.10,4.84,-3.06,4.84,-3.07,3.03,7.87,7.86,7.90
4101.71,4.76,-3.08,4.77,-3.08,3.06,7.82,7.83,7.84
4142.73,4.70,-3.09,4.71,-3.08,3.09,7.79,7.79,7.79
4184.15,4.65,-3.08,4.64,-3.10,3.16,7.81,7.79,7.73
4226.00,4.53,-3.14,4.54,-3.13,3.26,7.79,7.79,7.67
4268.26,4.40,-3.21,4.39,-3.21,3.37,7.77,7.76,7.61
4310.94,4.20,-3.33,4.20,-3.34,3.48,7.68,7.68,7.53
4354.05,3.94,-3.51,3.94,-3.51,3.58,7.52,7.52,7.45
4397.59,3.65,-3.73,3.63,-3.74,3.64,7.29,7.27,7.38
4441.56,3.29,-4.01,3.29,-4.01,3.65,6.95,6.94,7.30
4485.98,2.93,-4.29,2.94,-4.28,3.61,6.54,6.55,7.22
4530.84,2.61,-4.53,2.61,-4.52,3.51,6.12,6.12,7.14
4576.15,2.35,-4.70,2.36,-4.69,3.34,5.69,5.71,7.05
4621.91,2.15,-4.82,2.17,-4.80,3.12,5.27,5.29,6.97
4668.13,2.05,-4.83,2.03,-4.86,2.85,4.90,4.87,6.88
4714.81,1.90,-4.89,1.89,-4.90,2.55,4.45,4.44,6.79
4761.96,1.76,-4.95,1.75,-4.95,2.25,4.02,4.00,6.71
4809.58,1.61,-5.00,1.61,-5.01,1.99,3.60,3.60,6.61
4857.67,1.49,-5.03,1.51,-5.01,1.73,3.23,3.24,6.52
4906.25,1.48,-4.95,1.48,-4.95,1.48,2.96,2.95,6.43
4955.31,1.56,-4.77,1.54,-4.80,1.31,2.87,2.85,6.33
5004.87,1.72,-4.52,1.73,-4.52,1.16,2.88,2.89,6.24
5054.91,2.08,-4.08,2.09,-4.07,0.95,3.03,3.04,6.16
5105.46,2.67,-3.41,2.69,-3.39,0.63,3.30,3.32,6.08
5156.52,3.57,-2.44,3.60,-2.41,0.15,3.73,3.75,6.01
5208.08,4.75,-1.18,4.78,-1.15,-0.50,4.26,4.29,5.93
5260.16,6.19,0.34,6.18,0.33,-1.32,4.87,4.86,5.85
5312.77,7.71,1.94,7.69,1.92,-2.31,5.40,5.37,5.77
5365.89,9.19,3.50,9.18,3.49,-3.44,5.75,5.74,5.69
5419.55,10.59,4.98,10.58,4.96,-4.67,5.92,5.90,5.61
5473.75,11.86,6.32,11.83,6.30,-5.95,5.91,5.88,5.54
5528.49,12.95,7.49,12.95,7.48,-7.22,5.73,5.72,5.46
5583.77,13.92,8.54,13.91,8.53,-8.42,5.50,5.50,5.38
5639.61,14.77,9.45,14.74,9.42,-9.45,5.32,5.29,5.32
5696.00,15.48,10.23,15.44,10.19,-10.24,5.24,5.20,5.25
5752.96,16.04,10.85,16.00,10.81,-10.86,5.18,5.14,5.19
5810.49,16.49,11.36,16.43,11.29,-11.30,5.19,5.12,5.13
5868.60,16.76,11.69,16.67,11.59,-11.56,5.20,5.11,5.07
5927.28,16.88,11.87,16.70,11.69,-11.53,5.35,5.17,5.01
5986.56,16.65,11.71,16.48,11.54,-11.27,5.38,5.22,4.94
6046.42,16.24,11.38,16.02,11.16,-10.82,5.42,5.20,4.86
6106.89,15.60,10.83,15.30,10.52,-10.23,5.37,5.07,4.77
6167.96,14.72,10.04,14.37,9.68,-9.56,5.16,4.81,4.68
6229.64,13.63,9.04,13.23,8.63,-8.86,4.77,4.37,4.59
6291.93,12.38,7.88,11.93,7.42,-8.17,4.21,3.76,4.50
6354.85,11.02,6.60,10.55,6.12,-7.54,3.48,3.01,4.42
6418.40,9.60,5.26,9.13,4.77,-7.00,2.60,2.13,4.34
6482.58,8.16,3.89,7.73,3.45,-6.57,1.59,1.16,4.27
6547.41,6.72,2.53,6.41,2.20,-6.24,0.48,0.17,4.19
6612.88,5.33,1.22,5.22,1.09,-6.00,-0.67,-0.78,4.11
6679.01,4.02,-0.01,4.22,0.17,-5.80,-1.78,-1.59,4.03
6745.80,2.87,-1.08,3.45,-0.51,-5.61,-2.74,-2.16,3.95
6813.26,1.89,-1.97,2.95,-0.92,-5.36,-3.46,-2.41,3.86
6881.39,1.11,-2.65,2.69,-1.08,-5.10,-3.99,-2.40,3.76
6950.21,0.57,-3.10,2.65,-1.02,-4.84,-4.27,-2.19,3.67
7019.71,0.22,-3.36,2.80,-0.77,-4.58,-4.36,-1.78,3.58
7089.91,0.16,-3.33,3.07,-0.39,-4.32,-4.16,-1.25,3.49
7160.81,0.45,-2.94,3.41,0.05,-4.05,-3.60,-0.64,3.39
7232.41,0.89,-2.39,3.75,0.51,-3.76,-2.87,-0.01,3.28
7304.74,1.42,-1.75,4.06,0.93,-3.47,-2.05,0.58,3.17
7377.79,1.95,-1.11,4.31,1.29,-3.21,-1.26,1.10,3.06
7451.56,2.45,-0.50,4.51,1.61,-2.99,-0.54,1.52,2.95
7526.08,2.90,0.06,4.67,1.90,-2.81,0.09,1.86,2.84
7601.34,3.30,0.56,4.81,2.15,-2.70,0.60,2.11,2.74
7677.35,3.67,1.03,4.92,2.38,-2.64,1.03,2.27,2.64
7754.13,4.05,1.51,4.99,2.57,-2.64,1.41,2.35,2.54
7831.67,4.38,1.94,5.03,2.74,-2.69,1.70,2.35,2.44
7909.98,4.69,2.35,5.05,2.87,-2.77,1.92,2.28,2.34
7989.08,4.91,2.67,5.03,2.98,-2.87,2.04,2.15,2.24
8068.98,5.04,2.91,4.98,3.06,-2.98,2.06,2.00,2.13
8149.67,4.79,2.77,4.91,3.11,-3.08,1.71,1.83,2.02
8231.16,4.45,2.55,4.82,3.15,-3.15,1.30,1.67,1.90
8313.47,3.93,2.14,4.72,3.18,-3.18,0.75,1.54,1.79
8396.61,3.38,1.70,4.61,3.19,-3.21,0.17,1.40,1.68
8480.57,2.78,1.21,4.51,3.22,-3.23,-0.45,1.27,1.57
8565.38,2.11,0.67,4.40,3.24,-3.25,-1.14,1.15,1.44
8651.03,1.33,0.02,4.31,3.27,-3.28,-1.95,1.03,1.31
8737.54,0.41,-0.77,4.21,3.30,-3.30,-2.89,0.91,1.18
8824.92,-0.70,-1.75,4.12,3.33,-3.33,-4.03,0.79,1.05
8913.17,-1.83,-2.75,4.03,3.36,-3.36,-5.19,0.67,0.92
9002.30,-2.85,-3.65,3.94,3.39,-3.40,-6.25,0.54,0.80
9092.32,-3.63,-4.28,3.84,3.42,-3.43,-7.06,0.41,0.65
9183.25,-4.16,-4.66,3.75,3.45,-3.46,-7.62,0.29,0.50
9275.08,-4.21,-4.56,3.66,3.48,-3.48,-7.69,0.18,0.35
9367.83,-3.88,-4.09,3.57,3.50,-3.49,-7.37,0.07,0.21
9461.51,-3.42,-3.48,3.47,3.51,-3.50,-6.91,-0.03,0.06
9556.12,-2.78,-2.68,3.35,3.51,-3.49,-6.27,-0.13,-0.10
9651.68,-2.04,-1.76,3.22,3.49,-3.47,-5.51,-0.25,-0.28
9748.20,-1.25,-0.80,3.09,3.47,-3.45,-4.70,-0.36,-0.45
9845.68,-0.37,0.26,2.95,3.43,-3.43,-3.80,-0.48,-0.63
9944.14,0.47,1.27,2.81,3.39,-3.41,-2.94,-0.60,-0.80
10043.58,1.21,2.18,2.67,3.35,-3.40,-2.19,-0.73,-0.97
10144.02,1.80,2.94,2.52,3.37,-3.39,-1.59,-0.87,-1.14
10245.46,2.18,3.49,2.37,3.39,-3.39,-1.21,-1.03,-1.31
10347.91,2.24,3.72,2.22,3.41,-3.40,-1.16,-1.19,-1.48
10451.39,1.91,3.56,2.06,3.44,-3.43,-1.51,-1.36,-1.65
10555.91,1.50,3.32,1.91,3.46,-3.45,-1.95,-1.54,-1.82
10661.46,1.12,3.12,1.75,3.49,-3.48,-2.36,-1.73,-2.00
10768.08,0.89,3.09,1.59,3.51,-3.51,-2.62,-1.92,-2.20
10875.76,1.24,3.63,1.43,3.54,-3.54,-2.30,-2.11,-2.39
10984.52,1.68,4.27,1.27,3.57,-3.57,-1.88,-2.29,-2.59
11094.36,2.24,5.03,1.11,3.59,-3.59,-1.35,-2.49,-2.79
11205.31,2.81,5.79,0.94,3.62,-3.62,-0.81,-2.68,-2.98
11317.36,3.21,6.41,0.78,3.65,-3.65,-0.44,-2.87,-3.20
11430.53,3.50,6.92,0.61,3.68,-3.68,-0.18,-3.07,-3.42
11544.84,3.46,7.09,0.44,3.71,-3.71,-0.25,-3.27,-3.63
11660.29,3.27,7.12,0.27,3.74,-3.74,-0.47,-3.48,-3.85
11776.89,3.02,7.09,0.09,3.78,-3.78,-0.75,-3.68,-4.07
11894.66,3.04,7.30,-0.08,3.81,-3.81,-0.77,-3.89,-4.26
12013.60,3.48,7.94,-0.26,3.84,-3.84,-0.36,-4.10,-4.46
12133.74,4.12,8.77,-0.44,3.88,-3.88,0.24,-4.31,-4.65
12255.08,5.01,9.85,-0.62,3.91,-3.91,1.10,-4.53,-4.84
12377.63,5.99,11.02,-0.80,3.95,-3.95,2.04,-4.74,-5.03
12501.41,7.05,12.27,-0.98,3.98,-3.98,3.07,-4.96,-5.22
12626.42,8.02,13.43,-1.17,4.02,-4.02,4.00,-5.18,-5.41
12752.68,8.84,14.44,-1.35,4.06,-4.06,4.78,-5.41,-5.60
12880.21,9.38,15.17,-1.54,4.10,-4.10,5.29,-5.64,-5.79
13009.01,9.36,15.34,-1.73,4.13,-4.13,5.23,-5.86,-5.98
13139.10,8.72,14.89,-1.92,4.17,-4.17,4.55,-6.10,-6.17
13270.49,7.80,14.15,-2.12,4.21,-4.21,3.59,-6.33,-6.35
13403.20,6.56,13.06,-2.31,4.26,-4.26,2.30,-6.57,-6.50
13537.23,5.19,11.85,-2.51,4.30,-4.30,0.89,-6.80,-6.66
13672.60,3.90,10.72,-2.70,4.34,-4.34,-0.44,-7.05,-6.82
13809.33,2.63,9.61,-2.90,4.38,-4.38,-1.75,-7.29,-6.98
13947.42,1.44,8.58,-3.11,4.43,-4.43,-2.99,-7.53,-7.14
14086.90,0.25,7.54,-3.31,4.47,-4.47,-4.22,-7.78,-7.29
14227.77,-1.05,6.37,-3.51,4.52,-4.52,-5.57,-8.03,-7.42
14370.04,-2.56,5.00,-3.72,4.56,-4.56,-7.12,-8.28,-7.56
14513.74,-4.29,3.41,-3.93,4.61,-4.61,-8.90,-8.54,-7.70
14658.88,-6.14,1.69,-4.14,4.66,-4.66,-10.80,-8.80,-7.83
14805.47,-7.99,-0.02,-4.35,4.71,-4.71,-12.70,-9.06,-7.97
14953.52,-9.54,-1.43,-4.56,4.75,-4.75,-14.29,-9.32,-8.11
15103.06,-10.71,-2.43,-4.78,4.80,-4.80,-15.51,-9.58,-8.28
15254.09,-11.33,-2.87,-5.00,4.85,-4.85,-16.18,-9.85,-8.46
15406.63,-10.83,-2.19,-5.21,4.91,-4.91,-15.73,-10.12,-8.64
15560.70,-9.88,-1.05,-5.43,4.96,-4.96,-14.84,-10.39,-8.83
15716.30,-8.65,0.36,-5.66,5.01,-5.01,-13.66,-10.67,-9.01
15873.47,-7.20,1.99,-5.88,5.06,-5.06,-12.26,-10.94,-9.19
16032.20,-5.79,3.61,-6.10,5.12,-5.12,-10.91,-11.22,-9.40
16192.52,-4.54,5.15,-6.33,5.17,-5.17,-9.71,-11.50,-9.69
16354.45,-3.55,6.43,-6.56,5.23,-5.23,-8.78,-11.79,-9.98
16517.99,-2.78,7.49,-6.79,5.28,-5.28,-8.06,-12.07,-10.27
16683.17,-2.36,8.20,-7.02,5.34,-5.34,-7.70,-12.36,-10.56
16850.01,-2.89,7.96,-7.25,5.40,-5.40,-8.29,-12.65,-10.85
17018.51,-3.75,7.41,-7.49,5.45,-5.45,-9.20,-12.94,-11.16
17188.69,-4.78,6.86,-7.73,5.51,-5.51,-10.29,-13.24,-11.64
17360.58,-5.94,6.17,-7.96,5.57,-5.57,-11.51,-13.54,-12.11
17534.18,-6.92,5.67,-8.20,5.63,-5.63,-12.55,-13.84,-12.59
17709.53,-7.90,5.16,-8.45,5.69,-5.69,-13.59,-14.14,-13.06
17886.62,-8.90,4.64,-8.69,5.75,-5.75,-14.65,-14.44,-13.54
18065.49,-10.06,4.05,-8.93,5.82,-5.82,-15.88,-14.75,-14.11
18246.14,-11.43,3.42,-9.18,5.88,-5.88,-17.31,-15.06,-14.85
18428.60,-12.71,2.88,-9.43,5.94,-5.94,-18.65,-15.37,-15.59
18612.89,-13.82,2.52,-9.68,6.01,-6.01,-19.83,-15.69,-16.34
18799.02,-14.59,2.49,-9.93,6.07,-6.07,-20.66,-16.00,-17.08
18987.01,-14.69,3.13,-10.18,6.14,-6.14,-20.83,-16.32,-17.82
19176.88,-14.67,4.19,-10.44,6.20,-6.20,-20.87,-16.64,-18.86
19368.65,-15.45,4.48,-10.70,6.27,-6.27,-21.72,-16.97,-19.93
19562.33,-16.34,4.65,-10.95,6.34,-6.34,-22.68,-17.29,-20.99
