frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
619.30,-2.54,-0.55,-2.54,-0.54,0.54,-2.00,-2.00,-1.99
625.50,-2.50,-0.51,-2.50,-0.51,0.50,-2.00,-2.00,-1.99
631.75,-2.46,-0.47,-2.46,-0.47,0.47,-1.99,-1.99,-1.99
638.07,-2.43,-0.44,-2.42,-0.43,0.43,-2.00,-1.99,-1.99
644.45,-2.38,-0.39,-2.39,-0.39,0.39,-1.99,-1.99,-1.99
650.89,-2.35,-0.36,-2.34,-0.35,0.36,-1.99,-1.98,-1.99
657.40,-2.30,-0.32,-2.30,-0.32,0.33,-1.97,-1.97,-1.98
663.98,-2.25,-0.29,-2.26,-0.30,0.30,-1.95,-1.95,-1.96
670.62,-2.22,-0.29,-2.21,-0.28,0.28,-1.94,-1.93,-1.93
677.32,-2.17,-0.27,-2.17,-0.26,0.26,-1.91,-1.91,-1.90
684.10,-2.12,-0.25,-2.12,-0.25,0.24,-1.88,-1.88,-1.87
690.94,-2.07,-0.23,-2.07,-0.23,0.22,-1.85,-1.85,-1.84
697.85,-2.03,-0.22,-2.02,-0.21,0.20,-1.82,-1.82,-1.81
704.83,-1.97,-0.18,-1.98,-0.19,0.19,-1.78,-1.79,-1.79
711.87,-1.93,-0.18,-1.93,-0.17,0.17,-1.76,-1.76,-1.75
718.99,-1.88,-0.15,-1.88,-0.14,0.15,-1.73,-1.73,-1.73
726.18,-1.83,-0.13,-1.83,-0.13,0.13,-1.70,-1.70,-1.70
733.44,-1.78,-0.11,-1.79,-0.11,0.11,-1.67,-1.67,-1.67
740.78,-1.75,-0.11,-1.74,-0.09,0.10,-1.65,-1.65,-1.64
748.19,-1.70,-0.08,-1.70,-0.08,0.08,-1.62,-1.62,-1.62
755.67,-1.65,-0.06,-1.66,-0.06,0.06,-1.59,-1.60,-1.59
763.23,-1.61,-0.05,-1.61,-0.04,0.04,-1.57,-1.57,-1.56
770.86,-1.56,-0.03,-1.56,-0.02,0.02,-1.54,-1.54,-1.53
778.57,-1.50,0.00,-1.50,0.00,-0.00,-1.50,-1.51,-1.50
786.35,-1.44,0.03,-1.44,0.03,-0.03,-1.47,-1.47,-1.47
794.22,-1.38,0.06,-1.38,0.06,-0.06,-1.44,-1.44,-1.44
802.16,-1.32,0.09,-1.32,0.10,-0.10,-1.42,-1.42,-1.41
810.18,-1.26,0.13,-1.26,0.13,-0.14,-1.40,-1.40,-1.39
818.28,-1.20,0.17,-1.20,0.18,-0.18,-1.38,-1.38,-1.37
826.46,-1.14,0.22,-1.14,0.22,-0.23,-1.36,-1.36,-1.36
834.73,-1.08,0.27,-1.08,0.27,-0.27,-1.35,-1.35,-1.35
843.08,-1.02,0.31,-1.02,0.32,-0.32,-1.34,-1.34,-1.33
851.51,-0.96,0.36,-0.96,0.36,-0.36,-1.32,-1.32,-1.32
860.02,-0.90,0.40,-0.90,0.41,-0.40,-1.30,-1.30,-1.30
868.62,-0.84,0.45,-0.84,0.45,-0.44,-1.28,-1.28,-1.29
877.31,-0.78,0.48,-0.78,0.48,-0.48,-1.26,-1.26,-1.26
886.08,-0.72,0.51,-0.72,0.52,-0.51,-1.23,-1.23,-1.23
894.94,-0.66,0.54,-0.66,0.54,-0.55,-1.20,-1.20,-1.20
903.89,-0.60,0.57,-0.60,0.58,-0.58,-1.18,-1.18,-1.17
912.93,-0.54,0.60,-0.54,0.61,-0.61,-1.15,-1.15,-1.14
922.06,-0.48,0.64,-0.48,0.64,-0.64,-1.12,-1.12,-1.12
931.28,-0.42,0.67,-0.42,0.68,-0.68,-1.10,-1.10,-1.09
940.59,-0.36,0.71,-0.36,0.71,-0.72,-1.08,-1.08,-1.07
950.00,-0.31,0.75,-0.30,0.76,-0.76,-1.07,-1.06,-1.06
959.50,-0.24,0.80,-0.24,0.80,-0.81,-1.04,-1.05,-1.04
969.09,-0.18,0.85,-0.18,0.85,-0.85,-1.03,-1.03,-1.03
978.78,-0.13,0.88,-0.12,0.90,-0.89,-1.02,-1.01,-1.01
988.57,-0.06,0.94,-0.07,0.94,-0.93,-0.99,-1.00,-1.00
998.46,-0.01,0.98,-0.01,0.98,-0.98,-0.98,-0.98,-0.99
1008.44,0.05,1.01,0.05,1.02,-1.01,-0.96,-0.96,-0.96
1018.53,0.12,1.05,0.11,1.05,-1.05,-0.93,-0.94,-0.93
1028.71,0.17,1.07,0.18,1.08,-1.08,-0.91,-0.91,-0.90
1039.00,0.24,1.11,0.24,1.11,-1.12,-0.88,-0.88,-0.87
1049.39,0.29,1.14,0.29,1.14,-1.15,-0.86,-0.85,-0.85
1059.88,0.35,1.17,0.35,1.18,-1.18,-0.82,-0.82,-0.82
1070.48,0.41,1.20,0.41,1.20,-1.21,-0.80,-0.80,-0.79
1081.19,0.47,1.23,0.47,1.23,-1.24,-0.77,-0.77,-0.76
1092.00,0.51,1.24,0.52,1.25,-1.27,-0.76,-0.75,-0.73
1102.92,0.57,1.27,0.57,1.27,-1.29,-0.72,-0.73,-0.70
1113.95,0.61,1.28,0.61,1.29,-1.31,-0.70,-0.69,-0.67
1125.09,0.66,1.31,0.66,1.31,-1.31,-0.65,-0.65,-0.65
1136.34,0.69,1.31,0.69,1.31,-1.28,-0.59,-0.59,-0.62
1147.70,0.71,1.28,0.71,1.28,-1.24,-0.53,-0.53,-0.57
1159.18,0.71,1.21,0.70,1.21,-1.16,-0.45,-0.46,-0.50
1170.77,0.66,1.09,0.67,1.11,-1.06,-0.40,-0.39,-0.43
1182.48,0.62,0.98,0.61,0.98,-0.94,-0.31,-0.32,-0.36
1194.30,0.54,0.83,0.54,0.83,-0.80,-0.26,-0.26,-0.29
1206.25,0.46,0.68,0.45,0.67,-0.67,-0.21,-0.22,-0.22
1218.31,0.37,0.52,0.37,0.53,-0.56,-0.19,-0.19,-0.15
1230.49,0.32,0.40,0.34,0.42,-0.49,-0.17,-0.16,-0.08
1242.80,0.36,0.38,0.36,0.38,-0.47,-0.11,-0.11,-0.02
1255.22,0.46,0.42,0.46,0.43,-0.50,-0.04,-0.03,0.04
1267.78,0.62,0.52,0.63,0.53,-0.58,0.05,0.05,0.10
1280.45,0.84,0.69,0.83,0.69,-0.70,0.14,0.14,0.15
1293.26,1.07,0.86,1.08,0.87,-0.86,0.21,0.22,0.21
1306.19,1.34,1.07,1.34,1.07,-1.04,0.30,0.30,0.27
1319.25,1.60,1.26,1.60,1.26,-1.22,0.38,0.37,0.34
1332.45,1.85,1.44,1.85,1.44,-1.41,0.44,0.44,0.41
1345.77,2.10,1.60,2.10,1.61,-1.58,0.52,0.52,0.50
1359.23,2.32,1.74,2.33,1.75,-1.73,0.59,0.60,0.58
1372.82,2.55,1.88,2.54,1.87,-1.87,0.68,0.67,0.67
1386.55,2.73,1.97,2.74,1.99,-1.99,0.74,0.75,0.76
1400.41,2.92,2.08,2.93,2.09,-2.09,0.83,0.84,0.84
1414.42,3.12,2.19,3.11,2.18,-2.19,0.94,0.93,0.93
1428.56,3.29,2.26,3.29,2.27,-2.27,1.02,1.02,1.03
1442.85,3.47,2.34,3.47,2.35,-2.35,1.12,1.12,1.13
1457.28,3.64,2.41,3.64,2.42,-2.43,1.21,1.22,1.23
1471.85,3.82,2.49,3.82,2.49,-2.50,1.32,1.32,1.33
1486.57,3.98,2.55,3.98,2.56,-2.56,1.42,1.42,1.43
1501.43,4.14,2.61,4.14,2.62,-2.61,1.53,1.53,1.53
1516.45,4.29,2.66,4.29,2.67,-2.65,1.64,1.64,1.63
1531.61,4.44,2.71,4.43,2.71,-2.69,1.75,1.75,1.73
1546.93,4.56,2.73,4.56,2.73,-2.72,1.84,1.84,1.83
1562.40,4.68,2.75,4.67,2.75,-2.76,1.93,1.92,1.93
1578.02,4.78,2.75,4.79,2.76,-2.79,2.00,2.00,2.03
1593.80,4.91,2.78,4.92,2.79,-2.82,2.10,2.10,2.13
1609.74,5.06,2.83,5.06,2.83,-2.85,2.22,2.21,2.23
1625.84,5.21,2.88,5.21,2.88,-2.88,2.33,2.33,2.33
1642.10,5.35,2.92,5.35,2.93,-2.91,2.44,2.44,2.43
1658.52,5.49,2.96,5.49,2.96,-2.95,2.54,2.54,2.53
1675.10,5.62,2.99,5.62,2.99,-2.99,2.63,2.63,2.63
1691.85,5.74,3.01,5.74,3.02,-3.03,2.71,2.72,2.73
1708.77,5.87,3.04,5.87,3.05,-3.06,2.81,2.81,2.83
1725.86,6.01,3.08,6.01,3.09,-3.09,2.92,2.92,2.93
1743.12,6.16,3.13,6.15,3.12,-3.12,3.04,3.04,3.03
1760.55,6.30,3.14,6.30,3.14,-3.14,3.16,3.16,3.16
1778.15,6.43,3.14,6.44,3.16,-3.15,3.28,3.29,3.29
1795.94,6.58,3.16,6.57,3.16,-3.15,3.43,3.42,3.42
1813.90,6.70,3.15,6.70,3.16,-3.15,3.55,3.55,3.55
1832.03,6.81,3.14,6.81,3.14,-3.13,3.68,3.68,3.67
1850.36,6.91,3.11,6.90,3.11,-3.11,3.80,3.80,3.80
1868.86,6.99,3.06,7.00,3.08,-3.08,3.91,3.93,3.93
1887.55,7.09,3.03,7.09,3.04,-3.04,4.05,4.05,4.06
1906.42,7.20,3.01,7.18,3.00,-3.01,4.19,4.17,4.19
1925.49,7.27,2.95,7.28,2.96,-2.98,4.29,4.30,4.32
1944.74,7.36,2.92,7.36,2.93,-2.94,4.42,4.42,4.44
1964.19,7.46,2.89,7.46,2.90,-2.91,4.55,4.56,4.57
1983.83,7.57,2.87,7.57,2.88,-2.87,4.70,4.71,4.70
2003.67,7.69,2.85,7.68,2.84,-2.82,4.87,4.86,4.84
2023.71,7.79,2.78,7.79,2.79,-2.77,5.02,5.02,5.01
2043.94,7.90,2.72,7.90,2.73,-2.72,5.18,5.18,5.18
2064.38,8.00,2.65,8.00,2.66,-2.66,5.34,5.34,5.35
2085.03,8.10,2.58,8.10,2.58,-2.60,5.50,5.51,5.52
2105.88,8.21,2.51,8.20,2.51,-2.53,5.68,5.68,5.70
2126.94,8.29,2.42,8.30,2.44,-2.45,5.84,5.85,5.87
2148.20,8.39,2.36,8.39,2.37,-2.36,6.03,6.03,6.03
2169.69,8.48,2.29,8.48,2.29,-2.27,6.21,6.21,6.19
2191.38,8.55,2.20,8.55,2.20,-2.17,6.38,6.38,6.35
2213.30,8.60,2.09,8.60,2.10,-2.06,6.54,6.53,6.51
2235.43,8.64,1.98,8.63,1.97,-1.97,6.67,6.66,6.66
2257.78,8.64,1.83,8.65,1.84,-1.87,6.77,6.78,6.81
2280.36,8.68,1.70,8.68,1.71,-1.78,6.90,6.90,6.98
2303.17,8.72,1.60,8.73,1.62,-1.68,7.04,7.05,7.12
2326.20,8.80,1.55,8.82,1.57,-1.58,7.23,7.24,7.25
2349.46,8.91,1.53,8.90,1.52,-1.45,7.46,7.44,7.38
2372.95,8.96,1.45,8.95,1.44,-1.32,7.64,7.63,7.51
2396.68,8.95,1.31,8.94,1.30,-1.20,7.76,7.75,7.64
2420.65,8.88,1.11,8.86,1.10,-1.07,7.81,7.79,7.77
2444.86,8.78,0.89,8.79,0.90,-0.96,7.82,7.82,7.89
2469.31,8.71,0.70,8.75,0.74,-0.87,7.84,7.88,8.01
2494.00,8.79,0.67,8.79,0.67,-0.80,7.99,7.98,8.12
2518.94,8.89,0.67,8.89,0.67,-0.76,8.13,8.13,8.22
2544.13,9.04,0.72,9.03,0.72,-0.75,8.29,8.28,8.32
2569.57,9.17,0.75,9.17,0.76,-0.77,8.40,8.40,8.42
2595.27,9.29,0.77,9.30,0.78,-0.76,8.53,8.54,8.52
2621.22,9.39,0.77,9.39,0.77,-0.69,8.70,8.69,8.62
2647.43,9.41,0.70,9.41,0.71,-0.57,8.84,8.84,8.71
2673.90,9.33,0.56,9.33,0.56,-0.38,8.95,8.95,8.77
2700.64,9.12,0.29,9.14,0.31,-0.14,8.98,9.00,8.83
2727.65,8.78,-0.11,8.80,-0.08,0.15,8.93,8.95,8.89
2754.93,8.22,-0.72,8.24,-0.70,0.47,8.69,8.71,8.94
2782.48,7.35,-1.65,7.31,-1.69,0.80,8.15,8.11,9.00
2810.30,5.99,-3.07,5.88,-3.17,1.14,7.13,7.02,9.06
2838.40,3.98,-5.13,3.89,-5.22,1.46,5.44,5.35,9.11
2866.79,1.61,-7.54,1.44,-7.71,1.79,3.40,3.23,9.15
2895.46,-0.81,-10.01,-0.75,-9.94,2.10,1.29,1.35,9.20
2924.41,-2.48,-11.72,-2.04,-11.28,2.37,-0.11,0.33,9.24
2953.65,-2.05,-11.33,-1.94,-11.22,2.60,0.55,0.66,9.28
2983.19,-0.67,-10.00,-0.59,-9.92,2.79,2.12,2.20,9.33
3013.02,1.62,-7.75,1.38,-7.98,2.92,4.54,4.30,9.37
3043.15,3.34,-6.06,3.21,-6.17,2.97,6.31,6.19,9.40
3073.58,4.67,-4.72,4.65,-4.74,2.95,7.62,7.59,9.39
3104.32,5.57,-3.80,5.58,-3.79,2.84,8.41,8.42,9.37
3135.36,6.24,-3.12,6.26,-3.09,2.66,8.90,8.93,9.36
3166.72,6.76,-2.58,6.77,-2.57,2.43,9.19,9.20,9.34
3198.38,7.16,-2.17,7.16,-2.16,2.15,9.31,9.32,9.33
3230.37,7.48,-1.84,7.48,-1.84,1.87,9.35,9.34,9.32
3262.67,7.70,-1.60,7.71,-1.58,1.60,9.30,9.31,9.30
3295.30,7.90,-1.36,7.89,-1.37,1.39,9.29,9.28,9.26
3328.25,8.01,-1.21,8.02,-1.19,1.22,9.23,9.24,9.22
3361.53,8.11,-1.06,8.11,-1.06,1.09,9.20,9.21,9.17
3395.15,8.16,-0.97,8.15,-0.98,1.00,9.16,9.15,9.13
3429.10,8.15,-0.94,8.15,-0.94,0.95,9.10,9.10,9.09
3463.39,8.08,-0.97,8.09,-0.95,0.94,9.02,9.04,9.05
3498.03,8.01,-0.99,8.00,-0.99,0.98,8.99,8.98,9.00
3533.01,7.88,-1.06,7.89,-1.05,1.05,8.93,8.93,8.94
3568.34,7.74,-1.14,7.74,-1.14,1.15,8.89,8.89,8.88
3604.02,7.56,-1.27,7.56,-1.26,1.29,8.85,8.84,8.83
3640.06,7.35,-1.42,7.34,-1.42,1.45,8.80,8.79,8.77
3676.46,7.09,-1.62,7.10,-1.61,1.63,8.72,8.73,8.71
3713.22,6.83,-1.83,6.83,-1.83,1.83,8.66,8.66,8.66
3750.36,6.55,-2.05,6.55,-2.05,2.05,8.60,8.59,8.60
3787.86,6.25,-2.28,6.26,-2.27,2.26,8.51,8.52,8.53
3825.74,5.98,-2.48,5.97,-2.48,2.47,8.45,8.45,8.46
3864.00,5.70,-2.69,5.70,-2.68,2.66,8.37,8.37,8.39
3902.64,5.46,-2.86,5.46,-2.85,2.83,8.29,8.29,8.32
3941.66,5.24,-3.00,5.24,-3.00,2.96,8.20,8.20,8.24
3981.08,5.07,-3.11,5.07,-3.10,3.06,8.13,8.13,8.18
4020.89,4.93,-3.18,4.94,-3.16,3.12,8.05,8.05,8.11
4061.10,4.84,-3.19,4.84,-3.19,3.15,7.99,7.99,8.03
4101.71,4.76,-3.20,4.77,-3.19,3.17,7.93,7.94,7.96
4142.73,4.70,-3.19,4.71,-3.18,3.18,7.88,7.89,7.89
4184.15,4.65,-3.17,4.64,-3.18,3.21,7.86,7.84,7.82
4226.00,4.53,-3.21,4.54,-3.20,3.29,7.82,7.83,7.74
4268.26,4.40,-3.28,4.39,-3.28,3.41,7.81,7.81,7.68
4310.94,4.20,-3.41,4.20,-3.41,3.57,7.77,7.76,7.61
4354.05,3.94,-3.60,3.94,-3.59,3.72,7.66,7.67,7.54
4397.59,3.65,-3.81,3.63,-3.82,3.87,7.52,7.50,7.46
4441.56,3.29,-4.09,3.29,-4.09,3.97,7.26,7.26,7.38
4485.98,2.93,-4.39,2.94,-4.37,4.02,6.95,6.96,7.32
4530.84,2.61,-4.64,2.61,-4.63,4.01,6.62,6.62,7.25
4576.15,2.35,-4.83,2.36,-4.81,3.93,6.28,6.29,7.18
4621.91,2.15,-4.96,2.17,-4.93,3.77,5.92,5.94,7.11
4668.13,2.05,-4.99,2.03,-5.02,3.55,5.60,5.58,7.04
4714.81,1.90,-5.09,1.89,-5.09,3.28,5.18,5.17,6.99
4761.96,1.76,-5.17,1.75,-5.17,2.98,4.74,4.73,6.93
4809.58,1.61,-5.26,1.61,-5.26,2.68,4.30,4.29,6.87
4857.67,1.49,-5.33,1.51,-5.30,2.42,3.91,3.93,6.82
4906.25,1.48,-5.28,1.48,-5.28,2.16,3.64,3.64,6.76
4955.31,1.56,-5.15,1.54,-5.17,1.99,3.55,3.53,6.71
5004.87,1.72,-4.96,1.73,-4.95,1.84,3.56,3.56,6.68
5054.91,2.08,-4.57,2.09,-4.55,1.63,3.71,3.71,6.65
5105.46,2.67,-3.95,2.69,-3.92,1.30,3.98,4.00,6.62
5156.52,3.57,-3.02,3.60,-2.99,0.84,4.41,4.43,6.59
5208.08,4.75,-1.82,4.78,-1.78,0.20,4.95,4.98,6.57
5260.16,6.19,-0.35,6.18,-0.35,-0.60,5.59,5.58,6.54
5312.77,7.71,1.20,7.69,1.18,-1.56,6.15,6.13,6.51
5365.89,9.19,2.70,9.18,2.70,-2.64,6.55,6.54,6.49
5419.55,10.59,4.12,10.58,4.11,-3.82,6.77,6.76,6.47
5473.75,11.86,5.40,11.83,5.38,-5.04,6.82,6.79,6.46
5528.49,12.95,6.50,12.95,6.50,-6.25,6.70,6.69,6.45
5583.77,13.92,7.49,13.91,7.48,-7.39,6.53,6.53,6.43
5639.61,14.77,8.35,14.74,8.32,-8.35,6.42,6.39,6.42
5696.00,15.48,9.08,15.44,9.04,-9.05,6.43,6.39,6.40
5752.96,16.04,9.65,16.00,9.61,-9.58,6.46,6.42,6.39
5810.49,16.49,10.12,16.43,10.05,-9.93,6.56,6.49,6.37
5868.60,16.76,10.40,16.67,10.31,-10.13,6.63,6.53,6.36
5927.28,16.88,10.53,16.70,10.35,-10.20,6.68,6.50,6.35
5986.56,16.65,10.32,16.48,10.15,-10.14,6.51,6.35,6.33
6046.42,16.24,9.92,16.02,9.70,-9.98,6.26,6.04,6.32
6106.89,15.60,9.30,15.30,9.00,-9.75,5.85,5.55,6.30
6167.96,14.72,8.43,14.37,8.08,-9.48,5.24,4.89,6.29
6229.64,13.63,7.36,13.23,6.96,-9.18,4.45,4.05,6.27
6291.93,12.38,6.12,11.93,5.69,-8.88,3.50,3.05,6.26
6354.85,11.02,4.77,10.55,4.33,-8.60,2.42,1.95,6.25
6418.40,9.60,3.37,9.13,2.94,-8.34,1.26,0.79,6.23
6482.58,8.16,1.94,7.73,1.59,-8.08,0.08,-0.35,6.22
6547.41,6.72,0.52,6.41,0.32,-7.83,-1.10,-1.42,6.20
6612.88,5.33,-0.83,5.22,-0.79,-7.57,-2.24,-2.35,6.16
6679.01,4.02,-2.10,4.22,-1.69,-7.31,-3.29,-3.09,6.12
6745.80,2.87,-3.21,3.45,-2.36,-7.05,-4.18,-3.60,6.08
6813.26,1.89,-4.15,2.95,-2.75,-6.79,-4.90,-3.84,6.04
6881.39,1.11,-4.88,2.69,-2.90,-6.53,-5.42,-3.84,5.99
6950.21,0.57,-5.38,2.65,-2.84,-6.27,-5.70,-3.62,5.95
7019.71,0.22,-5.69,2.80,-2.61,-6.02,-5.80,-3.22,5.91
7089.91,0.16,-5.71,3.07,-2.25,-5.76,-5.60,-2.69,5.87
7160.81,0.45,-5.37,3.41,-1.84,-5.50,-5.05,-2.09,5.82
7232.41,0.89,-4.89,3.75,-1.42,-5.24,-4.35,-1.49,5.78
7304.74,1.42,-4.32,4.06,-1.04,-4.98,-3.56,-0.92,5.74
7377.79,1.95,-3.74,4.31,-0.72,-4.72,-2.77,-0.42,5.69
7451.56,2.45,-3.20,4.51,-0.44,-4.47,-2.02,0.04,5.65
7526.08,2.90,-2.71,4.67,-0.19,-4.21,-1.31,0.47,5.61
7601.34,3.30,-2.29,4.81,0.03,-3.95,-0.65,0.86,5.59
7677.35,3.67,-1.91,4.92,0.24,-3.69,-0.02,1.23,5.58
7754.13,4.05,-1.51,4.99,0.42,-3.43,0.62,1.56,5.56
7831.67,4.38,-1.17,5.03,0.59,-3.17,1.21,1.86,5.55
7909.98,4.69,-0.84,5.05,0.75,-2.88,1.81,2.16,5.53
7989.08,4.91,-0.61,5.03,0.88,-2.60,2.32,2.43,5.52
8068.98,5.04,-0.44,4.98,1.00,-2.32,2.72,2.65,5.48
8149.67,4.79,-0.49,4.91,1.12,-2.08,2.71,2.82,5.28
8231.16,4.45,-0.58,4.82,1.23,-1.89,2.56,2.93,5.03
8313.47,3.93,-0.86,4.72,1.33,-1.74,2.19,2.98,4.79
8396.61,3.38,-1.17,4.61,1.44,-1.66,1.72,2.95,4.55
8480.57,2.78,-1.53,4.51,1.55,-1.64,1.14,2.87,4.31
8565.38,2.11,-1.95,4.40,1.69,-1.68,0.43,2.73,4.06
8651.03,1.33,-2.42,4.31,1.83,-1.78,-0.45,2.53,3.75
8737.54,0.41,-2.56,4.21,1.99,-1.93,-1.52,2.28,2.97
8824.92,-0.70,-2.77,4.12,2.17,-2.13,-2.83,2.00,2.07
8913.17,-1.83,-3.01,4.03,2.37,-2.35,-4.18,1.68,1.18
9002.30,-2.85,-3.13,3.94,2.57,-2.58,-5.43,1.35,0.28
9092.32,-3.63,-3.01,3.84,2.80,-2.81,-6.44,1.04,-0.62
9183.25,-4.16,-2.64,3.75,3.04,-3.05,-7.20,0.71,-1.52
9275.08,-4.21,-1.86,3.66,3.29,-3.29,-7.50,0.37,-2.35
9367.83,-3.88,-1.14,3.57,3.56,-3.55,-7.43,0.02,-2.74
9461.51,-3.42,-0.41,3.47,3.82,-3.82,-7.24,-0.35,-3.01
9556.12,-2.78,0.50,3.35,4.09,-4.09,-6.87,-0.74,-3.28
9651.68,-2.04,1.51,3.22,4.35,-4.36,-6.40,-1.13,-3.55
9748.20,-1.25,2.58,3.09,4.61,-4.62,-5.87,-1.53,-3.83
9845.68,-0.37,3.73,2.95,4.87,-4.87,-5.24,-1.92,-4.10
9944.14,0.47,4.82,2.81,5.14,-5.11,-4.64,-2.30,-4.35
10043.58,1.21,5.70,2.67,5.41,-5.34,-4.13,-2.67,-4.49
10144.02,1.80,6.39,2.52,5.58,-5.55,-3.75,-3.04,-4.59
10245.46,2.18,6.87,2.37,5.75,-5.76,-3.58,-3.39,-4.69
10347.91,2.24,7.03,2.22,5.93,-5.95,-3.71,-3.73,-4.79
10451.39,1.91,6.80,2.06,6.11,-6.13,-4.22,-4.07,-4.89
10555.91,1.50,6.48,1.91,6.30,-6.32,-4.81,-4.41,-4.98
10661.46,1.12,6.20,1.75,6.49,-6.49,-5.37,-4.74,-5.08
10768.08,0.89,6.06,1.59,6.68,-6.68,-5.79,-5.09,-5.17
10875.76,1.24,6.49,1.43,6.87,-6.87,-5.63,-5.44,-5.25
10984.52,1.68,7.02,1.27,7.07,-7.07,-5.39,-5.80,-5.34
11094.36,2.24,7.67,1.11,7.27,-7.27,-5.03,-6.16,-5.43
11205.31,2.81,8.32,0.94,7.48,-7.48,-4.67,-6.53,-5.51
11317.36,3.21,8.81,0.78,7.69,-7.69,-4.48,-6.91,-5.60
11430.53,3.50,9.18,0.61,7.90,-7.90,-4.40,-7.29,-5.68
11544.84,3.46,9.17,0.44,8.11,-8.11,-4.65,-7.67,-5.71
11660.29,3.27,8.99,0.27,8.33,-8.33,-5.06,-8.06,-5.72
11776.89,3.02,8.76,0.09,8.55,-8.55,-5.53,-8.46,-5.74
11894.66,3.04,8.79,-0.08,8.78,-8.78,-5.74,-8.86,-5.75
12013.60,3.48,9.25,-0.26,9.00,-9.00,-5.52,-9.26,-5.77
12133.74,4.12,9.90,-0.44,9.24,-9.24,-5.12,-9.67,-5.78
12255.08,5.01,10.81,-0.62,9.47,-9.47,-4.46,-10.09,-5.80
12377.63,5.99,11.81,-0.80,9.71,-9.71,-3.72,-10.51,-5.82
12501.41,7.05,12.89,-0.98,9.95,-9.95,-2.90,-10.93,-5.84
12626.42,8.02,13.89,-1.17,10.19,-10.19,-2.17,-11.36,-5.87
12752.68,8.84,14.74,-1.35,10.44,-10.44,-1.60,-11.79,-5.90
12880.21,9.38,15.31,-1.54,10.69,-10.69,-1.31,-12.23,-5.93
13009.01,9.36,15.32,-1.73,10.95,-10.95,-1.59,-12.68,-5.96
13139.10,8.72,14.85,-1.92,11.21,-11.21,-2.49,-13.13,-6.13
13270.49,7.80,15.89,-2.12,11.47,-11.47,-3.67,-13.58,-8.09
13403.20,6.56,17.12,-2.31,11.73,-11.73,-5.17,-14.04,-10.56
13537.23,5.19,18.22,-2.51,12.00,-12.00,-6.81,-14.51,-13.03
13672.60,3.90,19.39,-2.70,12.27,-12.27,-8.37,-14.98,-15.49
13809.33,2.63,20.59,-2.90,12.55,-12.55,-9.91,-15.45,-17.96
13947.42,1.44,21.87,-3.11,12.82,-12.82,-11.38,-15.93,-20.43
14086.90,0.25,23.06,-3.31,13.10,-13.10,-12.85,-16.41,-22.81
14227.77,-1.05,22.78,-3.51,13.39,-13.39,-14.44,-16.90,-23.83
14370.04,-2.56,21.92,-3.72,13.68,-13.68,-16.24,-17.40,-24.48
14513.74,-4.29,20.83,-3.93,13.97,-13.97,-18.26,-17.90,-25.12
14658.88,-6.14,19.62,-4.14,14.26,-14.26,-20.40,-18.40,-25.76
14805.47,-7.99,18.41,-4.35,14.56,-14.56,-22.55,-18.91,-26.40
14953.52,-9.54,17.50,-4.56,14.86,-14.86,-24.40,-19.43,-27.04
15103.06,-10.71,16.95,-4.78,15.17,-15.17,-25.87,-19.94,-27.66
15254.09,-11.33,16.49,-5.00,15.47,-15.47,-26.80,-20.47,-27.82
15406.63,-10.83,17.01,-5.21,15.78,-15.78,-26.61,-21.00,-27.84
15560.70,-9.88,17.99,-5.43,16.10,-16.10,-25.98,-21.53,-27.87
15716.30,-8.65,19.25,-5.66,16.42,-16.42,-25.07,-22.07,-27.90
15873.47,-7.20,20.73,-5.88,16.74,-16.74,-23.94,-22.62,-27.93
16032.20,-5.79,22.17,-6.10,17.06,-17.06,-22.85,-23.17,-27.96
16192.52,-4.54,23.46,-6.33,17.39,-17.39,-21.93,-23.72,-28.00
16354.45,-3.55,24.72,-6.56,17.72,-17.72,-21.27,-24.28,-28.27
16517.99,-2.78,25.83,-6.79,18.05,-18.05,-20.83,-24.84,-28.61
16683.17,-2.36,26.59,-7.02,18.39,-18.39,-20.75,-25.41,-28.95
16850.01,-2.89,26.41,-7.25,18.73,-18.73,-21.62,-25.99,-29.30
17018.51,-3.75,25.89,-7.49,19.08,-19.08,-22.83,-26.57,-29.64
17188.69,-4.78,25.20,-7.73,19.42,-19.42,-24.20,-27.15,-29.98
17360.58,-5.94,24.38,-7.96,19.78,-19.78,-25.71,-27.74,-30.32
17534.18,-6.92,23.20,-8.20,20.13,-20.13,-27.05,-28.33,-30.12
17709.53,-7.90,21.88,-8.45,20.49,-20.49,-28.39,-28.93,-29.78
17886.62,-8.90,20.54,-8.69,20.85,-20.85,-29.75,-29.54,-29.44
18065.49,-10.06,19.04,-8.93,21.21,-21.21,-31.27,-30.15,-29.10
18246.14,-11.43,17.32,-9.18,21.58,-21.58,-33.01,-30.76,-28.75
18428.60,-12.71,15.70,-9.43,21.95,-21.95,-34.66,-31.38,-28.41
18612.89,-13.82,14.25,-9.68,22.32,-22.32,-36.14,-32.00,-28.07
18799.02,-14.59,13.40,-9.93,22.70,-22.70,-37.29,-32.63,-27.99
18987.01,-14.69,13.30,-10.18,23.08,-23.08,-37.77,-33.27,-27.99
19176.88,-14.67,13.32,-10.44,23.47,-23.47,-38.14,-33.91,-27.99
